AÑO;MES;CCAA_DESTINO;CONTINENTE_ORIGEN;PAIS_ORIGEN;TURISTAS;PERNOCTACIONES;ESTANCIA_MEDIA
2020;10;Comunidad de Madrid;Asia;Líbano;92.0;1021.0;11.1
2020;10;Comunidad de Madrid;Asia;Pakistán;42.0;496.0;11.8
2020;10;Comunidad de Madrid;Asia;Qatar;301.0;1957.0;6.5
2020;10;Comunidad de Madrid;Asia;Singapur;51.0;760.0;14.9
2020;10;Comunidad de Madrid;Asia;Tailandia;42.0;437.0;10.4
2020;10;Comunidad de Madrid;Asia;Vietnam;54.0;605.0;11.2
2020;10;Comunidad de Madrid;Europa;Albania;39.0;191.0;4.9
2020;10;Comunidad de Madrid;Europa;Alemania;14080.0;332288.0;23.6
2020;10;Comunidad de Madrid;Europa;Andorra;117.0;1053.0;9.0
2020;10;Comunidad de Madrid;Europa;Austria;5270.0;99076.0;18.8
2020;10;Comunidad de Madrid;Europa;Belarús;52.0;213.0;4.1
2020;10;Comunidad de Madrid;Europa;Bulgaria;629.0;6919.0;11.0
2020;10;Comunidad de Madrid;Europa;Bélgica;4093.0;39702.0;9.7
2020;10;Comunidad de Madrid;Europa;Croacia;81.0;753.0;9.3
2020;10;Comunidad de Madrid;Europa;Dinamarca;3804.0;60103.0;15.8
2020;10;Comunidad de Madrid;Europa;Eslovenia;61.0;537.0;8.8
2020;10;Comunidad de Madrid;Europa;Estonia;186.0;1990.0;10.7
2020;10;Comunidad de Madrid;Europa;Finlandia;139.0;1473.0;10.6
2020;10;Comunidad de Madrid;Europa;Francia;40799.0;616065.0;15.1
2020;10;Comunidad de Madrid;Europa;Georgia;34.0;388.0;11.4
2020;10;Comunidad de Madrid;Europa;Grecia;204.0;2489.0;12.2
2020;10;Comunidad de Madrid;Europa;Hungría;202.0;2060.0;10.2
2020;10;Comunidad de Madrid;Europa;Irlanda;1129.0;12645.0;11.2
2020;10;Comunidad de Madrid;Europa;Italia;6552.0;83866.0;12.8
2020;10;Comunidad de Madrid;Europa;Letonia;230.0;3381.0;14.7
2020;10;Comunidad de Madrid;Europa;Liechtenstein;477.0;8348.0;17.5
2020;10;Comunidad de Madrid;Europa;Lituania;582.0;3085.0;5.3
2020;10;Comunidad de Madrid;Europa;Luxemburgo;4159.0;74862.0;18.0
2020;10;Comunidad de Madrid;Europa;Malta;106.0;816.0;7.7
2020;10;Comunidad de Madrid;Europa;Moldavia;58.0;557.0;9.6
2020;10;Comunidad de Madrid;Europa;Noruega;305.0;4575.0;15.0
2020;10;Comunidad de Madrid;Europa;Países Bajos;27261.0;441628.0;16.2
2020;10;Comunidad de Madrid;Europa;Polonia;2890.0;23987.0;8.3
2020;10;Comunidad de Madrid;Europa;Portugal;4249.0;51838.0;12.2
2020;10;Comunidad de Madrid;Europa;Reino Unido;8240.0;120304.0;14.6
2020;10;Comunidad de Madrid;Europa;República Checa;335.0;2647.0;7.9
2020;10;Comunidad de Madrid;Europa;República Eslovaca;107.0;899.0;8.4
2020;10;Comunidad de Madrid;Europa;Rumanía;1795.0;17950.0;10.0
2020;10;Comunidad de Madrid;Europa;Rusia;387.0;3947.0;10.2
2020;10;Comunidad de Madrid;Europa;Serbia;49.0;382.0;7.8
2020;10;Comunidad de Madrid;Europa;Suecia;8813.0;150702.0;17.1
2020;10;Comunidad de Madrid;Europa;Suiza;983.0;11108.0;11.3
2020;10;Comunidad de Madrid;Europa;Turquía;187.0;1739.0;9.3
2020;10;Comunidad de Madrid;Europa;Ucrania;631.0;6562.0;10.4
2020;10;Comunidad de Madrid;Oceanía;Australia;67.0;717.0;10.7
2020;10;Comunidad de Madrid;Total;Total;164158.0;2506520.0;15.3
2020;10;Comunidad de Madrid;Total;Total América;14560.0;187085.0;12.8
2020;10;Comunidad de Madrid;Total;Total América del Norte;8231.0;107319.0;13.0
2020;10;Comunidad de Madrid;Total;Total Asia;6270.0;77808.0;12.4
2020;10;Comunidad de Madrid;Total;Total Centroamérica y Caribe;762.0;7726.0;10.1
2020;10;Comunidad de Madrid;Total;Total Europa;139384.0;2191709.0;15.7
2020;10;Comunidad de Madrid;Total;Total Oceanía;91.0;1276.0;14.0
2020;10;Comunidad de Madrid;Total;Total Sudamérica;5567.0;72040.0;12.9
2020;10;Comunidad de Madrid;Total;Total África;3853.0;48642.0;12.6
2020;10;Comunidad de Madrid;África;Angola;30.0;228.0;7.6
2020;10;Comunidad de Madrid;África;Argelia;230.0;2553.0;11.1
2020;10;Comunidad de Madrid;África;Costa de Marfil;56.0;358.0;6.4
2020;10;Comunidad de Madrid;África;Egipto;218.0;2463.0;11.3
2020;10;Comunidad de Madrid;África;Ghana;50.0;505.0;10.1
2020;10;Comunidad de Madrid;África;Guinea;36.0;230.0;6.4
2020;10;Comunidad de Madrid;África;Guinea Ecuatorial;280.0;4256.0;15.2
2020;10;Comunidad de Madrid;África;Kenia;93.0;986.0;10.6
2020;10;Comunidad de Madrid;África;Mali;54.0;486.0;9.0
2020;10;Comunidad de Madrid;África;Marruecos;1712.0;26707.0;15.6
2020;10;Comunidad de Madrid;África;Mauritania;47.0;461.0;9.8
2020;10;Comunidad de Madrid;África;Nigeria;511.0;5468.0;10.7
2020;10;Comunidad de Madrid;África;Senegal;312.0;1404.0;4.5
2020;10;Comunidad de Madrid;África;Túnez;107.0;1027.0;9.6
2020;11;Comunidad de Madrid;América;Argentina;1037.0;6948.0;6.7
2020;11;Comunidad de Madrid;América;Bolivia;88.0;678.0;7.7
2020;11;Comunidad de Madrid;América;Brasil;523.0;4759.0;9.1
2020;11;Comunidad de Madrid;América;Canadá;79.0;608.0;7.7
2020;11;Comunidad de Madrid;América;Chile;422.0;2616.0;6.2
2020;11;Comunidad de Madrid;América;Colombia;1252.0;12645.0;10.1
2020;11;Comunidad de Madrid;América;Ecuador;429.0;3904.0;9.1
2020;11;Comunidad de Madrid;América;El Salvador;79.0;529.0;6.7
2020;11;Comunidad de Madrid;América;Estados Unidos de América;5934.0;86043.0;14.5
2020;11;Comunidad de Madrid;América;Guatemala;120.0;636.0;5.3
2020;11;Comunidad de Madrid;América;Honduras;45.0;392.0;8.7
2020;11;Comunidad de Madrid;América;México;1880.0;16732.0;8.9
2020;11;Comunidad de Madrid;América;Nicaragua;82.0;1115.0;13.6
2020;11;Comunidad de Madrid;América;Panamá;133.0;1476.0;11.1
2020;11;Comunidad de Madrid;América;Paraguay;147.0;985.0;6.7
2020;11;Comunidad de Madrid;América;Perú;424.0;4070.0;9.6
2020;11;Comunidad de Madrid;América;República Dominicana;112.0;661.0;5.9
2020;11;Comunidad de Madrid;América;Uruguay;321.0;1316.0;4.1
2020;11;Comunidad de Madrid;América;Venezuela;968.0;14520.0;15.0
2020;11;Comunidad de Madrid;Asia;Arabia Saudí;261.0;2323.0;8.9
2020;11;Comunidad de Madrid;Asia;China;3328.0;40269.0;12.1
2020;11;Comunidad de Madrid;Asia;Corea;78.0;874.0;11.2
2020;11;Comunidad de Madrid;Asia;Emiratos Árabes Unidos;482.0;3133.0;6.5
2020;11;Comunidad de Madrid;Asia;Filipinas;422.0;3249.0;7.7
2020;11;Comunidad de Madrid;Asia;India;383.0;3294.0;8.6
2020;11;Comunidad de Madrid;Asia;Indonesia;54.0;329.0;6.1
2020;11;Comunidad de Madrid;Asia;Iraq;57.0;331.0;5.8
2020;11;Comunidad de Madrid;Asia;Irán;123.0;886.0;7.2
2020;11;Comunidad de Madrid;Asia;Israel;123.0;972.0;7.9
2020;11;Comunidad de Madrid;Asia;Japón;98.0;1049.0;10.7
2020;11;Comunidad de Madrid;Asia;Jordania;30.0;303.0;10.1
2020;11;Comunidad de Madrid;Asia;Líbano;58.0;296.0;5.1
2020;11;Comunidad de Madrid;Asia;Malasia;51.0;342.0;6.7
2020;11;Comunidad de Madrid;Asia;Pakistán;39.0;335.0;8.6
2020;11;Comunidad de Madrid;Asia;Qatar;157.0;628.0;4.0
2020;11;Comunidad de Madrid;Asia;Singapur;39.0;332.0;8.5
2020;11;Comunidad de Madrid;Asia;Tailandia;43.0;383.0;8.9
2020;11;Comunidad de Madrid;Asia;Vietnam;55.0;391.0;7.1
2020;11;Comunidad de Madrid;Europa;Albania;49.0;289.0;5.9
2020;11;Comunidad de Madrid;Europa;Alemania;14328.0;277963.0;19.4
2020;11;Comunidad de Madrid;Europa;Andorra;120.0;744.0;6.2
2020;11;Comunidad de Madrid;Europa;Austria;4601.0;59353.0;12.9
2020;11;Comunidad de Madrid;Europa;Belarús;39.0;179.0;4.6
2020;11;Comunidad de Madrid;Europa;Bulgaria;555.0;5384.0;9.7
2020;11;Comunidad de Madrid;Europa;Bélgica;4032.0;39514.0;9.8
2020;11;Comunidad de Madrid;Europa;Croacia;90.0;747.0;8.3
2020;11;Comunidad de Madrid;Europa;Dinamarca;3903.0;53471.0;13.7
2020;11;Comunidad de Madrid;Europa;Eslovenia;66.0;502.0;7.6
2020;11;Comunidad de Madrid;Europa;Estonia;213.0;2513.0;11.8
2020;11;Comunidad de Madrid;Europa;Finlandia;139.0;1334.0;9.6
2020;11;Comunidad de Madrid;Europa;Francia;35120.0;516264.0;14.7
2020;11;Comunidad de Madrid;Europa;Georgia;37.0;333.0;9.0
2020;11;Comunidad de Madrid;Europa;Grecia;221.0;2188.0;9.9
2020;11;Comunidad de Madrid;Europa;Hungría;212.0;1675.0;7.9
2020;11;Comunidad de Madrid;Europa;Irlanda;1173.0;12434.0;10.6
2020;11;Comunidad de Madrid;Europa;Italia;6430.0;75231.0;11.7
2020;11;Comunidad de Madrid;Europa;Letonia;194.0;1765.0;9.1
2020;11;Comunidad de Madrid;Europa;Liechtenstein;551.0;6888.0;12.5
2020;11;Comunidad de Madrid;Europa;Lituania;559.0;3130.0;5.6
2020;11;Comunidad de Madrid;Europa;Luxemburgo;4240.0;52576.0;12.4
2020;11;Comunidad de Madrid;Europa;Malta;130.0;949.0;7.3
2020;11;Comunidad de Madrid;Europa;Moldavia;61.0;506.0;8.3
2020;11;Comunidad de Madrid;Europa;Noruega;313.0;4382.0;14.0
2020;11;Comunidad de Madrid;Europa;Países Bajos;23526.0;350537.0;14.9
2020;11;Comunidad de Madrid;Europa;Polonia;2571.0;16712.0;6.5
2020;11;Comunidad de Madrid;Europa;Portugal;3880.0;40352.0;10.4
2020;11;Comunidad de Madrid;Europa;Reino Unido;8562.0;114731.0;13.4
2020;11;Comunidad de Madrid;Europa;República Checa;329.0;2270.0;6.9
2020;11;Comunidad de Madrid;Europa;República Eslovaca;99.0;772.0;7.8
2020;11;Comunidad de Madrid;Europa;Rumanía;1751.0;13483.0;7.7
2020;11;Comunidad de Madrid;Europa;Rusia;440.0;3520.0;8.0
2020;11;Comunidad de Madrid;Europa;Serbia;38.0;270.0;7.1
2020;11;Comunidad de Madrid;Europa;Suecia;6832.0;79251.0;11.6
2020;11;Comunidad de Madrid;Europa;Suiza;1773.0;16666.0;9.4
2020;11;Comunidad de Madrid;Europa;Turquía;200.0;1420.0;7.1
2020;11;Comunidad de Madrid;Europa;Ucrania;608.0;5046.0;8.3
2020;11;Comunidad de Madrid;Oceanía;Australia;77.0;570.0;7.4
2020;11;Comunidad de Madrid;Total;Total;151823.0;2020676.0;13.3
2020;11;Comunidad de Madrid;Total;Total América;14123.0;161104.0;11.4
2020;11;Comunidad de Madrid;Total;Total América del Norte;7893.0;103383.0;13.1
2020;11;Comunidad de Madrid;Total;Total Asia;5984.0;60603.0;10.1
2020;11;Comunidad de Madrid;Total;Total Centroamérica y Caribe;619.0;5280.0;8.5
2020;11;Comunidad de Madrid;Total;Total Europa;128043.0;1765817.0;13.8
2020;11;Comunidad de Madrid;Total;Total Oceanía;131.0;905.0;6.9
2020;11;Comunidad de Madrid;Total;Total Sudamérica;5611.0;52441.0;9.3
2020;11;Comunidad de Madrid;Total;Total África;3542.0;32247.0;9.1
2020;11;Comunidad de Madrid;África;Angola;36.0;176.0;4.9
2020;11;Comunidad de Madrid;África;Argelia;214.0;1626.0;7.6
2020;11;Comunidad de Madrid;África;Costa de Marfil;55.0;374.0;6.8
2020;11;Comunidad de Madrid;África;Egipto;194.0;1222.0;6.3
2020;11;Comunidad de Madrid;África;Ghana;48.0;350.0;7.3
2020;11;Comunidad de Madrid;África;Guinea Ecuatorial;245.0;2622.0;10.7
2020;11;Comunidad de Madrid;África;Kenia;72.0;742.0;10.3
2020;11;Comunidad de Madrid;África;Mali;54.0;340.0;6.3
2020;11;Comunidad de Madrid;África;Marruecos;1570.0;17427.0;11.1
2020;11;Comunidad de Madrid;África;Mauritania;32.0;218.0;6.8
2020;11;Comunidad de Madrid;África;Nigeria;489.0;4157.0;8.5
2020;11;Comunidad de Madrid;África;Senegal;280.0;1036.0;3.7
2020;11;Comunidad de Madrid;África;Sudáfrica;40.0;348.0;8.7
2020;11;Comunidad de Madrid;África;Túnez;95.0;846.0;8.9
2020;12;Comunidad de Madrid;América;Argentina;1042.0;8649.0;8.3
2020;12;Comunidad de Madrid;América;Bolivia;106.0;1113.0;10.5
2020;12;Comunidad de Madrid;América;Brasil;609.0;6516.0;10.7
2020;12;Comunidad de Madrid;América;Canadá;122.0;842.0;6.9
2020;12;Comunidad de Madrid;América;Chile;650.0;4745.0;7.3
2020;12;Comunidad de Madrid;América;Colombia;1483.0;16610.0;11.2
2020;12;Comunidad de Madrid;América;Costa Rica;41.0;508.0;12.4
2020;12;Comunidad de Madrid;América;Ecuador;410.0;5166.0;12.6
2020;12;Comunidad de Madrid;América;El Salvador;122.0;647.0;5.3
2020;12;Comunidad de Madrid;América;Estados Unidos de América;8125.0;117000.0;14.4
2020;12;Comunidad de Madrid;América;Guatemala;176.0;616.0;3.5
2020;12;Comunidad de Madrid;América;Honduras;110.0;605.0;5.5
2020;12;Comunidad de Madrid;América;México;2443.0;20277.0;8.3
2020;12;Comunidad de Madrid;América;Nicaragua;87.0;1479.0;17.0
2020;12;Comunidad de Madrid;América;Panamá;186.0;1432.0;7.7
2020;12;Comunidad de Madrid;América;Paraguay;160.0;1136.0;7.1
2020;12;Comunidad de Madrid;América;Perú;517.0;5584.0;10.8
2020;12;Comunidad de Madrid;América;República Dominicana;100.0;950.0;9.5
2020;12;Comunidad de Madrid;América;Uruguay;335.0;1374.0;4.1
2020;12;Comunidad de Madrid;América;Venezuela;806.0;15233.0;18.9
2020;12;Comunidad de Madrid;Asia;Arabia Saudí;257.0;2647.0;10.3
2020;12;Comunidad de Madrid;Asia;China;3470.0;46151.0;13.3
2020;12;Comunidad de Madrid;Asia;Corea;96.0;1123.0;11.7
2020;12;Comunidad de Madrid;Asia;Emiratos Árabes Unidos;578.0;4104.0;7.1
2020;12;Comunidad de Madrid;Asia;Filipinas;431.0;4784.0;11.1
2020;12;Comunidad de Madrid;Asia;India;382.0;4775.0;12.5
2020;12;Comunidad de Madrid;Asia;Indonesia;86.0;903.0;10.5
2020;12;Comunidad de Madrid;Asia;Iraq;81.0;575.0;7.1
2020;12;Comunidad de Madrid;Asia;Irán;147.0;1499.0;10.2
2020;12;Comunidad de Madrid;Asia;Israel;170.0;1360.0;8.0
2020;12;Comunidad de Madrid;Asia;Japón;99.0;1158.0;11.7
2020;12;Comunidad de Madrid;Asia;Jordania;41.0;414.0;10.1
2020;12;Comunidad de Madrid;Asia;Kazajstán;31.0;326.0;10.5
2020;12;Comunidad de Madrid;Asia;Líbano;84.0;764.0;9.1
2020;12;Comunidad de Madrid;Asia;Malasia;47.0;343.0;7.3
2020;12;Comunidad de Madrid;Asia;Omán;32.0;198.0;6.2
2020;12;Comunidad de Madrid;Asia;Pakistán;50.0;665.0;13.3
2020;12;Comunidad de Madrid;Asia;Qatar;167.0;952.0;5.7
2020;12;Comunidad de Madrid;Asia;Singapur;72.0;828.0;11.5
2020;12;Comunidad de Madrid;Asia;Tailandia;57.0;502.0;8.8
2020;12;Comunidad de Madrid;Asia;Vietnam;48.0;648.0;13.5
2020;12;Comunidad de Madrid;Europa;Albania;51.0;352.0;6.9
2020;12;Comunidad de Madrid;Europa;Alemania;15371.0;259770.0;16.9
2020;12;Comunidad de Madrid;Europa;Andorra;202.0;1151.0;5.7
2020;12;Comunidad de Madrid;Europa;Austria;5838.0;109171.0;18.7
2020;12;Comunidad de Madrid;Europa;Belarús;56.0;398.0;7.1
2020;12;Comunidad de Madrid;Europa;Bulgaria;617.0;6787.0;11.0
2020;12;Comunidad de Madrid;Europa;Bélgica;5134.0;47746.0;9.3
2020;12;Comunidad de Madrid;Europa;Chipre;34.0;524.0;15.4
2020;12;Comunidad de Madrid;Europa;Croacia;110.0;1188.0;10.8
2020;12;Comunidad de Madrid;Europa;Dinamarca;5346.0;65756.0;12.3
2020;12;Comunidad de Madrid;Europa;Eslovenia;63.0;567.0;9.0
2020;12;Comunidad de Madrid;Europa;Estonia;189.0;2060.0;10.9
2020;12;Comunidad de Madrid;Europa;Finlandia;190.0;2109.0;11.1
2020;12;Comunidad de Madrid;Europa;Francia;46356.0;699976.0;15.1
2020;12;Comunidad de Madrid;Europa;Georgia;47.0;461.0;9.8
2020;12;Comunidad de Madrid;Europa;Grecia;253.0;3087.0;12.2
2020;12;Comunidad de Madrid;Europa;Hungría;244.0;2611.0;10.7
2020;12;Comunidad de Madrid;Europa;Irlanda;1512.0;18295.0;12.1
2020;12;Comunidad de Madrid;Europa;Islandia;33.0;356.0;10.8
2020;12;Comunidad de Madrid;Europa;Italia;7631.0;103782.0;13.6
2020;12;Comunidad de Madrid;Europa;Letonia;214.0;2611.0;12.2
2020;12;Comunidad de Madrid;Europa;Liechtenstein;503.0;7042.0;14.0
2020;12;Comunidad de Madrid;Europa;Lituania;560.0;2856.0;5.1
2020;12;Comunidad de Madrid;Europa;Luxemburgo;4478.0;56871.0;12.7
2020;12;Comunidad de Madrid;Europa;Malta;153.0;1224.0;8.0
2020;12;Comunidad de Madrid;Europa;Moldavia;42.0;458.0;10.9
2020;12;Comunidad de Madrid;Europa;Noruega;513.0;7387.0;14.4
2020;12;Comunidad de Madrid;Europa;Países Bajos;27388.0;424514.0;15.5
2020;12;Comunidad de Madrid;Europa;Polonia;2570.0;21845.0;8.5
2020;12;Comunidad de Madrid;Europa;Portugal;5853.0;70236.0;12.0
2020;12;Comunidad de Madrid;Europa;Reino Unido;12029.0;153971.0;12.8
2020;12;Comunidad de Madrid;Europa;República Checa;320.0;3136.0;9.8
2020;12;Comunidad de Madrid;Europa;República Eslovaca;103.0;1020.0;9.9
2020;12;Comunidad de Madrid;Europa;Rumanía;1721.0;17210.0;10.0
2020;12;Comunidad de Madrid;Europa;Rusia;449.0;4400.0;9.8
2020;12;Comunidad de Madrid;Europa;Serbia;38.0;323.0;8.5
2020;12;Comunidad de Madrid;Europa;Suecia;8216.0;125705.0;15.3
2020;12;Comunidad de Madrid;Europa;Suiza;2306.0;20293.0;8.8
2020;12;Comunidad de Madrid;Europa;Turquía;192.0;1498.0;7.8
2020;12;Comunidad de Madrid;Europa;Ucrania;612.0;6854.0;11.2
2020;12;Comunidad de Madrid;Oceanía;Australia;89.0;1113.0;12.5
2020;12;Comunidad de Madrid;Oceanía;Papúa Nueva Guinea;31.0;645.0;20.8
2020;12;Comunidad de Madrid;Total;Total;185790.0;2587050.0;13.9
2020;12;Comunidad de Madrid;Total;Total América;17676.0;210830.0;11.9
2020;12;Comunidad de Madrid;Total;Total América del Norte;10690.0;138119.0;12.9
2020;12;Comunidad de Madrid;Total;Total Asia;6510.0;75435.0;11.6
2020;12;Comunidad de Madrid;Total;Total Centroamérica y Caribe;868.0;6585.0;7.6
2020;12;Comunidad de Madrid;Total;Total Europa;157562.0;2255734.0;14.3
2020;12;Comunidad de Madrid;Total;Total Oceanía;138.0;2055.0;14.9
2020;12;Comunidad de Madrid;Total;Total Sudamérica;6118.0;66126.0;10.8
2020;12;Comunidad de Madrid;Total;Total África;3904.0;42996.0;11.0
2020;12;Comunidad de Madrid;África;Angola;43.0;163.0;3.8
2020;12;Comunidad de Madrid;África;Argelia;238.0;2451.0;10.3
2020;12;Comunidad de Madrid;África;Costa de Marfil;60.0;504.0;8.4
2020;12;Comunidad de Madrid;África;Egipto;223.0;1628.0;7.3
2020;12;Comunidad de Madrid;África;Ghana;36.0;367.0;10.2
2020;12;Comunidad de Madrid;África;Guinea Ecuatorial;323.0;4554.0;14.1
2020;12;Comunidad de Madrid;África;Kenia;110.0;1133.0;10.3
2020;12;Comunidad de Madrid;África;Libia;33.0;168.0;5.1
2020;12;Comunidad de Madrid;África;Mali;64.0;646.0;10.1
2020;12;Comunidad de Madrid;África;Marruecos;1751.0;21537.0;12.3
2020;12;Comunidad de Madrid;África;Mauritania;42.0;416.0;9.9
2020;12;Comunidad de Madrid;África;Nigeria;523.0;5805.0;11.1
2020;12;Comunidad de Madrid;África;Senegal;196.0;1098.0;5.6
2020;12;Comunidad de Madrid;África;Sudáfrica;33.0;554.0;16.8
2020;12;Comunidad de Madrid;África;Túnez;113.0;1074.0;9.5
2021;1;Comunidad de Madrid;América;Argentina;1101.0;5945.0;5.4
2021;1;Comunidad de Madrid;América;Bolivia;100.0;410.0;4.1
2021;1;Comunidad de Madrid;América;Brasil;887.0;4612.0;5.2
2021;1;Comunidad de Madrid;América;Canadá;194.0;1358.0;7.0
2021;1;Comunidad de Madrid;América;Chile;642.0;3852.0;6.0
2021;1;Comunidad de Madrid;América;Colombia;1370.0;9042.0;6.6
2021;1;Comunidad de Madrid;América;Costa Rica;41.0;312.0;7.6
2021;1;Comunidad de Madrid;América;Ecuador;366.0;2196.0;6.0
2021;1;Comunidad de Madrid;América;El Salvador;113.0;384.0;3.4
2021;1;Comunidad de Madrid;América;Estados Unidos de América;5597.0;56530.0;10.1
2021;1;Comunidad de Madrid;América;Guatemala;235.0;1034.0;4.4
2021;1;Comunidad de Madrid;América;Honduras;108.0;508.0;4.7
2021;1;Comunidad de Madrid;América;México;2725.0;23163.0;8.5
2021;1;Comunidad de Madrid;América;Nicaragua;63.0;479.0;7.6
2021;1;Comunidad de Madrid;América;Panamá;190.0;1273.0;6.7
2021;1;Comunidad de Madrid;América;Paraguay;253.0;1442.0;5.7
2021;1;Comunidad de Madrid;América;Perú;662.0;5031.0;7.6
2021;1;Comunidad de Madrid;América;República Dominicana;126.0;769.0;6.1
2021;1;Comunidad de Madrid;América;Uruguay;349.0;1431.0;4.1
2021;1;Comunidad de Madrid;América;Venezuela;1043.0;7197.0;6.9
2021;1;Comunidad de Madrid;Asia;Arabia Saudí;328.0;2690.0;8.2
2021;1;Comunidad de Madrid;Asia;China;3515.0;33744.0;9.6
2021;1;Comunidad de Madrid;Asia;Corea;95.0;751.0;7.9
2021;1;Comunidad de Madrid;Asia;Emiratos Árabes Unidos;560.0;3192.0;5.7
2021;1;Comunidad de Madrid;Asia;Filipinas;335.0;2312.0;6.9
2021;1;Comunidad de Madrid;Asia;India;365.0;3322.0;9.1
2021;1;Comunidad de Madrid;Asia;Indonesia;72.0;583.0;8.1
2021;1;Comunidad de Madrid;Asia;Iraq;53.0;318.0;6.0
2021;1;Comunidad de Madrid;Asia;Irán;111.0;744.0;6.7
2021;1;Comunidad de Madrid;Asia;Israel;128.0;1024.0;8.0
2021;1;Comunidad de Madrid;Asia;Japón;70.0;525.0;7.5
2021;1;Comunidad de Madrid;Asia;Jordania;39.0;230.0;5.9
2021;1;Comunidad de Madrid;Asia;Líbano;73.0;350.0;4.8
2021;1;Comunidad de Madrid;Asia;Malasia;45.0;374.0;8.3
2021;1;Comunidad de Madrid;Asia;Omán;39.0;226.0;5.8
2021;1;Comunidad de Madrid;Asia;Pakistán;41.0;320.0;7.8
2021;1;Comunidad de Madrid;Asia;Qatar;163.0;1027.0;6.3
2021;1;Comunidad de Madrid;Asia;Singapur;34.0;235.0;6.9
2021;1;Comunidad de Madrid;Asia;Tailandia;46.0;354.0;7.7
2021;1;Comunidad de Madrid;Asia;Vietnam;37.0;278.0;7.5
2021;1;Comunidad de Madrid;Europa;Albania;45.0;234.0;5.2
2021;1;Comunidad de Madrid;Europa;Alemania;13913.0;134956.0;9.7
2021;1;Comunidad de Madrid;Europa;Andorra;159.0;811.0;5.1
2021;1;Comunidad de Madrid;Europa;Austria;5826.0;40782.0;7.0
2021;1;Comunidad de Madrid;Europa;Belarús;37.0;181.0;4.9
2021;1;Comunidad de Madrid;Europa;Bulgaria;601.0;3846.0;6.4
2021;1;Comunidad de Madrid;Europa;Bélgica;5420.0;35772.0;6.6
2021;1;Comunidad de Madrid;Europa;Chipre;31.0;146.0;4.7
2021;1;Comunidad de Madrid;Europa;Croacia;74.0;466.0;6.3
2021;1;Comunidad de Madrid;Europa;Dinamarca;4175.0;36323.0;8.7
2021;1;Comunidad de Madrid;Europa;Eslovenia;53.0;307.0;5.8
2021;1;Comunidad de Madrid;Europa;Estonia;109.0;1504.0;13.8
2021;1;Comunidad de Madrid;Europa;Finlandia;175.0;1628.0;9.3
2021;1;Comunidad de Madrid;Europa;Francia;33883.0;284617.0;8.4
2021;1;Comunidad de Madrid;Europa;Georgia;41.0;283.0;6.9
2021;1;Comunidad de Madrid;Europa;Grecia;206.0;1463.0;7.1
2021;1;Comunidad de Madrid;Europa;Hungría;268.0;2037.0;7.6
2021;1;Comunidad de Madrid;Europa;Irlanda;1491.0;13419.0;9.0
2021;1;Comunidad de Madrid;Europa;Islandia;35.0;308.0;8.8
2021;1;Comunidad de Madrid;Europa;Italia;5802.0;42935.0;7.4
2021;1;Comunidad de Madrid;Europa;Letonia;181.0;1846.0;10.2
2021;1;Comunidad de Madrid;Europa;Liechtenstein;372.0;2641.0;7.1
2021;1;Comunidad de Madrid;Europa;Lituania;624.0;3370.0;5.4
2021;1;Comunidad de Madrid;Europa;Luxemburgo;3156.0;23986.0;7.6
2021;1;Comunidad de Madrid;Europa;Malta;147.0;1455.0;9.9
2021;1;Comunidad de Madrid;Europa;Moldavia;35.0;270.0;7.7
2021;1;Comunidad de Madrid;Europa;Noruega;340.0;2686.0;7.9
2021;1;Comunidad de Madrid;Europa;Países Bajos;19611.0;166694.0;8.5
2021;1;Comunidad de Madrid;Europa;Polonia;2378.0;13792.0;5.8
2021;1;Comunidad de Madrid;Europa;Portugal;4722.0;30221.0;6.4
2021;1;Comunidad de Madrid;Europa;Reino Unido;9644.0;90654.0;9.4
2021;1;Comunidad de Madrid;Europa;República Checa;297.0;1901.0;6.4
2021;1;Comunidad de Madrid;Europa;República Eslovaca;104.0;634.0;6.1
2021;1;Comunidad de Madrid;Europa;Rumanía;2025.0;16403.0;8.1
2021;1;Comunidad de Madrid;Europa;Rusia;560.0;3024.0;5.4
2021;1;Comunidad de Madrid;Europa;Serbia;46.0;299.0;6.5
2021;1;Comunidad de Madrid;Europa;Suecia;6168.0;47494.0;7.7
2021;1;Comunidad de Madrid;Europa;Suiza;2343.0;13355.0;5.7
2021;1;Comunidad de Madrid;Europa;Turquía;203.0;1177.0;5.8
2021;1;Comunidad de Madrid;Europa;Ucrania;406.0;2111.0;5.2
2021;1;Comunidad de Madrid;Oceanía;Australia;67.0;509.0;7.6
2021;1;Comunidad de Madrid;Total;Total;151418.0;1228495.0;8.1
2021;1;Comunidad de Madrid;Total;Total América;16186.0;127091.0;7.9
2021;1;Comunidad de Madrid;Total;Total América del Norte;8516.0;81051.0;9.5
2021;1;Comunidad de Madrid;Total;Total Asia;6289.0;53545.0;8.5
2021;1;Comunidad de Madrid;Total;Total Centroamérica y Caribe;897.0;4882.0;5.4
2021;1;Comunidad de Madrid;Total;Total Europa;125733.0;1026159.0;8.2
2021;1;Comunidad de Madrid;Total;Total Oceanía;73.0;542.0;7.4
2021;1;Comunidad de Madrid;Total;Total Sudamérica;6773.0;41158.0;6.1
2021;1;Comunidad de Madrid;Total;Total África;3137.0;21158.0;6.7
2021;1;Comunidad de Madrid;África;Angola;48.0;302.0;6.3
