CCAA;numero_playas;ANIO;CONTINENTE_ORIGEN;PAIS_ORIGEN;numero_agencia_viajes;numero_hosteleria;otras_actividades_turisticas;Turistas;PERNOCTACIONES;gasto_total_exucrsionistas;gasto_total_no_transito;gasto_total_transito
Comunidad de Madrid;0;2021;Europa;Países Bajos;5002;58904;106406;317242.00;3119097.00;43051.86;42781401.83;668600.56
Comunidad de Madrid;0;2021;Europa;Italia;5002;58904;106406;158038.00;1027821.00;800528.35;118063810.66;1055175.48
Comunidad de Madrid;0;2021;Europa;Irlanda;5002;58904;106406;21362.00;164362.00;0.00;9096353.90;2755480.76
Comunidad de Madrid;0;2021;Europa;Francia;5002;58904;106406;649803.00;6142419.00;801172.72;251696736.00;5364100.10
Comunidad de Madrid;0;2021;Europa;Bélgica;5002;58904;106406;110650.00;684238.00;178801.10;44058320.79;3062932.11
Comunidad de Madrid;0;2021;Europa;Alemania;5002;58904;106406;220018.00;1822640.00;1325202.18;87715735.53;2327666.77
Comunidad Foral de Navarra;0;2021;Europa;Suiza;252;6612;5866;2831.00;17354.00;0.00;638101.26;148701.83
Comunidad Foral de Navarra;0;2021;Europa;Reino Unido;252;6612;5866;7780.00;64331.00;0.00;1611112.27;0.00
Comunidad Foral de Navarra;0;2021;Europa;Portugal;252;6612;5866;26101.00;323833.00;45277.91;3209460.14;0.00
Comunidad Foral de Navarra;0;2021;Europa;Países Bajos;252;6612;5866;35130.00;328712.00;0.00;5926786.82;0.00
Comunidad Foral de Navarra;0;2021;Europa;Italia;252;6612;5866;53402.00;296425.00;0.00;1178292.31;0.00
Comunidad Foral de Navarra;0;2021;Europa;Irlanda;252;6612;5866;4895.00;39905.00;0.00;355431.09;0.00
Comunidad Foral de Navarra;0;2021;Europa;Francia;252;6612;5866;231292.00;1456952.00;227679153.58;18966660.14;2124058.26
Comunidad Foral de Navarra;0;2021;Europa;Bélgica;252;6612;5866;22965.00;141666.00;2028582.34;1214501.22;0.00
Comunidad Foral de Navarra;0;2021;Europa;Alemania;252;6612;5866;61012.00;616882.00;0.00;5753267.20;506839.71
Comunidad Valenciana;343;2021;Europa;Suiza;2298;61952;67130;93873.00;779606.00;0.00;128939224.82;6742054.53
Comunidad Valenciana;343;2021;Europa;Rusia;2298;61952;67130;43281.00;333691.00;0.00;41004710.26;91572.50
Comunidad Valenciana;343;2021;Europa;Reino Unido;2298;61952;67130;639749.00;5947960.00;0.00;715402244.68;3773063.40
Comunidad Valenciana;343;2021;Europa;Portugal;2298;61952;67130;46508.00;376381.00;0.00;22985787.84;2837247.33
Comunidad Valenciana;343;2021;Europa;Países Bajos;2298;61952;67130;401237.00;3639388.00;10334.89;395942972.51;1865284.43
Comunidad Valenciana;343;2021;Europa;Italia;2298;61952;67130;178609.00;1208343.00;0.00;160409447.28;781266.27
Comunidad Valenciana;343;2021;Europa;Irlanda;2298;61952;67130;53274.00;473153.00;166164.72;95904820.98;1792647.05
Comunidad Valenciana;343;2021;Europa;Francia;2298;61952;67130;773008.00;7875044.00;2768448.00;831112977.92;15806834.56
Comunidad Valenciana;343;2021;Europa;Bélgica;2298;61952;67130;375930.00;3318802.00;924921.18;420423897.12;3245426.22
Comunidad Valenciana;343;2021;Europa;Alemania;2298;61952;67130;410723.00;4365192.00;0.00;359991214.85;517122.44
Extremadura;0;2021;Europa;Suiza;386;12478;8488;3753.00;27382.00;0.00;665887.99;556851.20
Extremadura;0;2021;Europa;Reino Unido;386;12478;8488;10335.00;86629.00;0.00;4127103.41;857002.08
Extremadura;0;2021;Europa;Portugal;386;12478;8488;263164.00;2055139.00;62524103.84;30033738.49;337919.40
Extremadura;0;2021;Europa;Países Bajos;386;12478;8488;50825.00;470603.00;0.00;1419304.67;508022.03
Extremadura;0;2021;Europa;Italia;386;12478;8488;14304.00;103176.00;31993.29;5122160.56;31935.06
Extremadura;0;2021;Europa;Irlanda;386;12478;8488;3216.00;28599.00;0.00;673184.36;0.00
Extremadura;0;2021;Europa;Francia;386;12478;8488;71036.00;695619.00;8691.50;8469225.55;4608873.45
Extremadura;0;2021;Europa;Bélgica;386;12478;8488;10046.00;76663.00;0.00;643052.45;572220.13
Extremadura;0;2021;Europa;Alemania;386;12478;8488;37830.00;380804.00;0.00;7161785.26;153097.91
Galicia;872;2021;Europa;Suiza;1036;35848;28838;49089.00;423740.00;384448.47;37533363.69;8747618.61
Galicia;872;2021;Europa;Rusia;1036;35848;28838;2521.00;12982.00;0.00;10001188.77;0.00
Galicia;872;2021;Europa;Reino Unido;1036;35848;28838;43643.00;404108.00;13533893.54;34126787.73;2396472.44
Galicia;872;2021;Europa;Portugal;1036;35848;28838;446196.00;3161654.00;94916218.91;33460472.06;14244943.22
Galicia;872;2021;Europa;Países Bajos;1036;35848;28838;92572.00;953237.00;0.00;26218858.34;4680160.86
Galicia;872;2021;Europa;Italia;1036;35848;28838;33010.00;291465.00;0.00;46263572.53;0.00
Galicia;872;2021;Europa;Irlanda;1036;35848;28838;4791.00;42721.00;59978.69;6630550.55;549046.26
Galicia;872;2021;Europa;Francia;1036;35848;28838;266849.00;2434269.00;1288159.10;58367745.52;12531173.51
Galicia;872;2021;Europa;Bélgica;1036;35848;28838;32800.00;331097.00;169953.74;3415180.64;0.00
Galicia;872;2021;Europa;Alemania;1036;35848;28838;86090.00;930300.00;542758.27;65320857.14;7719640.33
Islas Baleares;345;2021;Europa;Suiza;976;20806;21278;199060.00;1254028.00;691512.59;336510101.36;0.00
Islas Baleares;345;2021;Europa;Rusia;976;20806;21278;5035.00;35953.00;4787.14;707754.55;0.00
Islas Baleares;345;2021;Europa;Reino Unido;976;20806;21278;1025907.00;7458007.00;774319.47;1173668414.36;776383.27
Islas Baleares;345;2021;Europa;Portugal;976;20806;21278;52756.00;337974.00;192154.26;48825268.48;1450707.22
Islas Baleares;345;2021;Europa;Países Bajos;976;20806;21278;274333.00;1883719.00;109577.39;482649797.82;594873.34
Islas Baleares;345;2021;Europa;Italia;976;20806;21278;270087.00;1681596.00;6587983.16;267269523.62;0.00
Islas Baleares;345;2021;Europa;Irlanda;976;20806;21278;24606.00;179086.00;64806.50;45173082.82;0.00
Islas Baleares;345;2021;Europa;Francia;976;20806;21278;617682.00;4638550.00;4269945.92;621271621.05;2309172.45
Islas Baleares;345;2021;Europa;Bélgica;976;20806;21278;145638.00;939490.00;219892.08;191273126.41;0.00
Islas Baleares;345;2021;Europa;Alemania;976;20806;21278;1609379.00;11845738.00;5629379.09;2635219127.67;1172559.13
La Rioja;0;2021;Europa;Suiza;120;3820;5066;1011.00;7218.00;0.00;134251.98;73561.25
La Rioja;0;2021;Europa;Reino Unido;120;3820;5066;3315.00;30343.00;0.00;2464043.69;51329.92
La Rioja;0;2021;Europa;Portugal;120;3820;5066;4595.00;40090.00;207187.56;32153.24;824613.66
La Rioja;0;2021;Europa;Países Bajos;120;3820;5066;16034.00;146646.00;0.00;3946764.21;159961.47
La Rioja;0;2021;Europa;Italia;120;3820;5066;5054.00;30750.00;0.00;567564.61;0.00
La Rioja;0;2021;Europa;Irlanda;120;3820;5066;1228.00;7609.00;0.00;2183571.55;59093.19
La Rioja;0;2021;Europa;Francia;120;3820;5066;25525.00;240916.00;0.00;5295454.31;715879.75
La Rioja;0;2021;Europa;Bélgica;120;3820;5066;3688.00;22661.00;0.00;1534229.19;0.00
La Rioja;0;2021;Europa;Alemania;120;3820;5066;9888.00;86604.00;0.00;7119299.44;158404.09
Melilla;8;2021;Europa;Países Bajos;46;628;514;2328.00;21182.00;0.00;1349619.56;0.00
Melilla;8;2021;Europa;Francia;46;628;514;2893.00;26525.00;0.00;585810.58;0.00
Melilla;8;2021;Europa;Alemania;46;628;514;2068.00;22527.00;0.00;2729063.37;0.00
País Vasco;66;2021;Europa;Suiza;960;25396;12356;26427.00;103265.00;460742.07;8467147.64;657283.69
País Vasco;66;2021;Europa;Rusia;960;25396;12356;2330.00;12147.00;0.00;11059770.10;0.00
País Vasco;66;2021;Europa;Reino Unido;960;25396;12356;36050.00;249478.00;231394.94;25767177.63;2203703.08
País Vasco;66;2021;Europa;Portugal;960;25396;12356;133479.00;1276143.00;623718.98;4616538.37;8926873.72
País Vasco;66;2021;Europa;Países Bajos;960;25396;12356;102446.00;839075.00;182128.51;48261489.84;2498495.74
País Vasco;66;2021;Europa;Italia;960;25396;12356;65217.00;325925.00;125185.86;11733253.51;392877.90
País Vasco;66;2021;Europa;Irlanda;960;25396;12356;15934.00;133866.00;383152.14;12821872.92;387581.82
País Vasco;66;2021;Europa;Francia;960;25396;12356;566923.00;3205966.00;304956228.24;91362813.15;19633189.33
País Vasco;66;2021;Europa;Bélgica;960;25396;12356;66988.00;333162.00;4499142.65;19404250.07;933844.93
País Vasco;66;2021;Europa;Alemania;960;25396;12356;220407.00;1952444.00;7428768.57;51290185.40;1945723.73
Principado de Asturias;208;2021;Europa;Suiza;440;15024;11600;5978.00;54194.00;0.00;2770246.63;122507.46
Principado de Asturias;208;2021;Europa;Rusia;440;15024;11600;1309.00;8057.00;0.00;1027625.94;0.00
Principado de Asturias;208;2021;Europa;Reino Unido;440;15024;11600;14251.00;134011.00;0.00;7337933.93;89149.88
Principado de Asturias;208;2021;Europa;Portugal;440;15024;11600;17744.00;112973.00;47088.84;5970243.00;1958308.64
Principado de Asturias;208;2021;Europa;Países Bajos;440;15024;11600;49234.00;456610.00;0.00;6269475.20;130363.63
Principado de Asturias;208;2021;Europa;Italia;440;15024;11600;10154.00;93771.00;0.00;23184420.77;0.00
Principado de Asturias;208;2021;Europa;Irlanda;440;15024;11600;1632.00;14407.00;0.00;108556.13;0.00
Principado de Asturias;208;2021;Europa;Francia;440;15024;11600;71811.00;710247.00;0.00;20533228.79;560597.13
Principado de Asturias;208;2021;Europa;Bélgica;440;15024;11600;14107.00;130575.00;0.00;14960281.76;853886.49
Principado de Asturias;208;2021;Europa;Alemania;440;15024;11600;28656.00;306028.00;0.00;19559967.37;1356651.94
Región de Murcia;206;2021;Europa;Suiza;436;13856;13992;7486.00;67916.00;0.00;8620214.01;0.00
Región de Murcia;206;2021;Europa;Reino Unido;436;13856;13992;96909.00;939447.00;0.00;135111728.28;174655.25
Región de Murcia;206;2021;Europa;Portugal;436;13856;13992;12667.00;139432.00;0.00;1722451.10;0.00
Región de Murcia;206;2021;Europa;Países Bajos;436;13856;13992;63980.00;636393.00;0.00;18309866.49;0.00
Región de Murcia;206;2021;Europa;Italia;436;13856;13992;30878.00;271155.00;0.00;11416847.60;0.00
Región de Murcia;206;2021;Europa;Irlanda;436;13856;13992;8694.00;85324.00;0.00;18296018.85;0.00
Región de Murcia;206;2021;Europa;Francia;436;13856;13992;118957.00;1246038.00;0.00;55205194.01;415761.85
Región de Murcia;206;2021;Europa;Bélgica;436;13856;13992;41946.00;377484.00;14438.23;31753087.52;0.00
Región de Murcia;206;2021;Europa;Alemania;436;13856;13992;71952.00;867623.00;0.00;30650271.69;2353505.85
Andalucía;426;2022;Europa;Suiza;5352;99222;90634;181735.00;1405186.00;2547822.66;242778786.47;8473038.79
Andalucía;426;2022;Europa;Rusia;5352;99222;90634;24931.00;217126.00;0.00;6583093.21;0.00
Andalucía;426;2022;Europa;Reino Unido;5352;99222;90634;2598786.00;19504870.00;73306648.07;2429434131.71;24048114.97
Andalucía;426;2022;Europa;Portugal;5352;99222;90634;396770.00;2324105.00;116559422.41;345226587.10;7106881.60
Andalucía;426;2022;Europa;Países Bajos;5352;99222;90634;794955.00;6762953.00;2082018.77;853923310.58;20126001.58
Andalucía;426;2022;Europa;Italia;5352;99222;90634;357670.00;2434795.00;9658991.10;415552416.28;19189428.75
Andalucía;426;2022;Europa;Irlanda;5352;99222;90634;398006.00;3098609.00;91548.23;510788255.37;0.00
Andalucía;426;2022;Europa;Francia;5352;99222;90634;1166207.00;10316215.00;11008615.85;928950648.19;116997990.16
Andalucía;426;2022;Europa;Bélgica;5352;99222;90634;434757.00;3363598.00;648444.41;588150491.11;31230613.28
Andalucía;426;2022;Europa;Alemania;5352;99222;90634;795408.00;8590603.00;22063727.25;1007832708.15;36573387.65
Aragón;0;2022;Europa;Suiza;502;14870;17890;11191.00;75015.00;95405.87;11348842.92;0.00
Aragón;0;2022;Europa;Rusia;502;14870;17890;809.00;6684.00;0.00;275448.21;0.00
Aragón;0;2022;Europa;Reino Unido;502;14870;17890;34834.00;263322.00;224786.89;17253233.24;2658324.96
Aragón;0;2022;Europa;Portugal;502;14870;17890;30813.00;218245.00;0.00;7608469.68;10936729.54
Aragón;0;2022;Europa;Países Bajos;502;14870;17890;102736.00;871358.00;445523.38;14380341.19;3356602.85
Aragón;0;2022;Europa;Italia;502;14870;17890;51379.00;333911.00;175738.66;27675000.53;255463.13
Aragón;0;2022;Europa;Irlanda;502;14870;17890;12498.00;80935.00;0.00;4419214.22;0.00
Aragón;0;2022;Europa;Francia;502;14870;17890;308215.00;1982226.00;18062053.03;57492034.29;1818737.45
Aragón;0;2022;Europa;Bélgica;502;14870;17890;42235.00;321853.00;797660.30;15689652.21;0.00
Aragón;0;2022;Europa;Alemania;502;14870;17890;75984.00;684106.00;224786.89;23865366.56;193990.15
Canarias;677;2022;Europa;Suiza;2284;32486;26928;211637.00;1686259.00;1158947.64;255480648.65;0.00
Canarias;677;2022;Europa;Rusia;2284;32486;26928;11721.00;106097.00;0.00;4480942.65;0.00
Canarias;677;2022;Europa;Reino Unido;2284;32486;26928;4872959.00;36228437.00;93446666.15;6021707922.80;475238.75
Canarias;677;2022;Europa;Portugal;2284;32486;26928;45343.00;310942.00;559025.10;72941474.31;0.00
Canarias;677;2022;Europa;Países Bajos;2284;32486;26928;429004.00;3319858.00;150400.78;1111486146.81;1269637.81
Canarias;677;2022;Europa;Italia;2284;32486;26928;523987.00;4225217.00;2271338.66;678006063.59;1723077.41
Canarias;677;2022;Europa;Irlanda;2284;32486;26928;516126.00;3959833.00;542515.40;841250443.31;0.00
Canarias;677;2022;Europa;Francia;2284;32486;26928;691294.00;5327678.00;1946486.16;861603788.51;7130363.80
Canarias;677;2022;Europa;Bélgica;2284;32486;26928;473227.00;3706801.00;1040999.11;677212679.30;0.00
Canarias;677;2022;Europa;Alemania;2284;32486;26928;2261862.00;22313502.00;64216015.17;3216786347.70;7229679.86
Cantabria;81;2022;Europa;Suiza;250;8270;6686;7219.00;54904.00;0.00;2828432.79;677298.86
Cantabria;81;2022;Europa;Reino Unido;250;8270;6686;48267.00;302228.00;3990134.50;49493800.61;8131405.97
Cantabria;81;2022;Europa;Portugal;250;8270;6686;10727.00;77658.00;0.00;9781228.56;457058.52
Cantabria;81;2022;Europa;Países Bajos;250;8270;6686;39104.00;348954.00;0.00;15418173.40;1069697.03
Cantabria;81;2022;Europa;Italia;250;8270;6686;16914.00;128631.00;0.00;20145868.27;449564.07
Cantabria;81;2022;Europa;Irlanda;250;8270;6686;7564.00;52880.00;0.00;8432812.19;0.00
Cantabria;81;2022;Europa;Francia;250;8270;6686;80027.00;718081.00;0.00;58299337.03;3411798.98
Cantabria;81;2022;Europa;Bélgica;250;8270;6686;14582.00;109045.00;0.00;8108277.80;243756.36
Cantabria;81;2022;Europa;Alemania;250;8270;6686;38151.00;378716.00;0.00;40842958.28;1975258.61
Castilla y León;0;2022;Europa;Suiza;1042;31616;23564;45054.00;194634.00;0.00;6393611.62;3484709.37
Castilla y León;0;2022;Europa;Reino Unido;1042;31616;23564;75556.00;493173.00;359557.03;22228609.57;19048149.08
Castilla y León;0;2022;Europa;Portugal;1042;31616;23564;362245.00;2769262.00;21712264.24;19212424.69;46285374.36
Castilla y León;0;2022;Europa;Países Bajos;1042;31616;23564;208284.00;1880150.00;341653.09;17216686.82;10402083.00
Castilla y León;0;2022;Europa;Italia;1042;31616;23564;83357.00;570195.00;0.00;22339390.14;4765387.03
Castilla y León;0;2022;Europa;Irlanda;1042;31616;23564;32812.00;241580.00;0.00;3136083.02;281655.88
Castilla y León;0;2022;Europa;Francia;1042;31616;23564;476701.00;2994360.00;860312.88;63327174.45;88303094.24
Castilla y León;0;2022;Europa;Bélgica;1042;31616;23564;69667.00;388633.00;0.00;6232064.31;9780659.72
Castilla y León;0;2022;Europa;Alemania;1042;31616;23564;187685.00;1603782.00;315587.27;23571156.18;8439474.79
Castilla-La Mancha;0;2022;Europa;Suiza;778;20964;16614;10230.00;67523.00;0.00;3160102.10;0.00
Castilla-La Mancha;0;2022;Europa;Reino Unido;778;20964;16614;32598.00;263840.00;0.00;15305900.17;432016.66
Castilla-La Mancha;0;2022;Europa;Portugal;778;20964;16614;44977.00;356610.00;5498045.80;2116337.42;5710138.71
Castilla-La Mancha;0;2022;Europa;Países Bajos;778;20964;16614;157315.00;1423824.00;0.00;3951001.25;332325.01
Castilla-La Mancha;0;2022;Europa;Italia;778;20964;16614;49340.00;347672.00;0.00;9338939.20;115507.76
Castilla-La Mancha;0;2022;Europa;Irlanda;778;20964;16614;15737.00;99566.00;0.00;1243109.72;0.00
Castilla-La Mancha;0;2022;Europa;Francia;778;20964;16614;178001.00;1844330.00;0.00;37785164.59;4500341.12
Castilla-La Mancha;0;2022;Europa;Bélgica;778;20964;16614;29003.00;206977.00;0.00;8306626.67;78061.32
Castilla-La Mancha;0;2022;Europa;Alemania;778;20964;16614;70898.00;750882.00;0.00;18253854.29;842438.71
Cataluña;435;2022;Europa;Suiza;4774;89318;135376;377037.00;2137913.00;1786977.00;247227109.78;10341075.61
Cataluña;435;2022;Europa;Rusia;4774;89318;135376;45367.00;357161.00;0.00;20995899.17;288589.41
Cataluña;435;2022;Europa;Reino Unido;4774;89318;135376;1510205.00;8740336.00;69624910.19;1566077630.01;7582339.46
Cataluña;435;2022;Europa;Portugal;4774;89318;135376;217545.00;1484616.00;38516992.42;122010292.00;13599686.96
Cataluña;435;2022;Europa;Países Bajos;4774;89318;135376;1054504.00;8462284.00;29509528.17;876561723.56;11244514.91
Cataluña;435;2022;Europa;Italia;4774;89318;135376;943346.00;4886802.00;83990571.94;736793779.67;8699370.35
Cataluña;435;2022;Europa;Irlanda;4774;89318;135376;364780.00;2297597.00;11278203.79;525059434.66;586097.46
Cataluña;435;2022;Europa;Francia;4774;89318;135376;3660482.00;21827300.00;617778140.82;2326810678.86;67657352.04
Cataluña;435;2022;Europa;Bélgica;4774;89318;135376;552147.00;3684261.00;17161137.16;366129929.49;5658941.48
Cataluña;435;2022;Europa;Alemania;4774;89318;135376;1415661.00;10967601.00;40907721.86;1188957340.97;11926429.63
Ceuta;14;2022;Europa;Países Bajos;62;584;494;5271.00;28764.00;0.00;565234.03;0.00
Ceuta;14;2022;Europa;Bélgica;62;584;494;1993.00;8477.00;0.00;359274.42;0.00
Comunidad de Madrid;0;2022;Europa;Suiza;4912;60604;110544;144385.00;699399.00;697725.39;67414051.02;1489859.88
Comunidad de Madrid;0;2022;Europa;Rusia;4912;60604;110544;8386.00;64328.00;19726.48;8504079.86;0.00
Comunidad de Madrid;0;2022;Europa;Reino Unido;4912;60604;110544;462038.00;2621471.00;936098.46;327998571.65;9749507.65
Comunidad de Madrid;0;2022;Europa;Portugal;4912;60604;110544;247820.00;1270589.00;4414812.37;129993195.18;13989303.29
Comunidad de Madrid;0;2022;Europa;Países Bajos;4912;60604;110544;406413.00;3777742.00;123482.73;113853643.20;4082346.97
Comunidad de Madrid;0;2022;Europa;Italia;4912;60604;110544;348060.00;1877537.00;2460928.63;329519862.10;4468502.49
Comunidad de Madrid;0;2022;Europa;Irlanda;4912;60604;110544;84584.00;504709.00;82854.91;22835443.38;3618391.49
Comunidad de Madrid;0;2022;Europa;Francia;4912;60604;110544;852733.00;7275229.00;850524.44;437641332.80;31522995.73
Comunidad de Madrid;0;2022;Europa;Bélgica;4912;60604;110544;125289.00;741106.00;1805635.08;107459877.39;4880299.95
Comunidad de Madrid;0;2022;Europa;Alemania;4912;60604;110544;381283.00;3048680.00;1343684.03;257106885.73;9583972.14
Comunidad Foral de Navarra;0;2022;Europa;Suiza;268;6684;6174;5633.00;36099.00;0.00;3073401.76;0.00
Comunidad Foral de Navarra;0;2022;Europa;Reino Unido;268;6684;6174;16866.00;131534.00;0.00;5898631.89;381496.48
Comunidad Foral de Navarra;0;2022;Europa;Portugal;268;6684;6174;23875.00;254051.00;0.00;3619717.07;3335234.39
Comunidad Foral de Navarra;0;2022;Europa;Países Bajos;268;6684;6174;43762.00;426622.00;430276.34;2972375.67;827401.45
Comunidad Foral de Navarra;0;2022;Europa;Italia;268;6684;6174;35074.00;235411.00;366165.18;6157733.27;600622.36
Comunidad Foral de Navarra;0;2022;Europa;Irlanda;268;6684;6174;9357.00;64714.00;0.00;5776261.84;0.00
Comunidad Foral de Navarra;0;2022;Europa;Francia;268;6684;6174;297464.00;1620143.00;276507397.30;48843613.79;4661761.12
Comunidad Foral de Navarra;0;2022;Europa;Bélgica;268;6684;6174;24581.00;167393.00;1847045.48;1956323.16;0.00
Comunidad Foral de Navarra;0;2022;Europa;Alemania;268;6684;6174;56192.00;494706.00;0.00;25630475.95;1043102.59
Comunidad Valenciana;343;2022;Europa;Suiza;2360;62638;70556;160204.00;1266962.00;1589433.43;315780353.94;2365870.13
Comunidad Valenciana;343;2022;Europa;Rusia;2360;62638;70556;36326.00;345672.00;0.00;844788.73;0.00
Comunidad Valenciana;343;2022;Europa;Reino Unido;2360;62638;70556;2234284.00;16954797.00;753549.02;2268411459.59;6621012.59
Comunidad Valenciana;343;2022;Europa;Portugal;2360;62638;70556;83480.00;634132.00;864356.36;69841321.50;6423327.97
Comunidad Valenciana;343;2022;Europa;Países Bajos;2360;62638;70556;622127.00;5440962.00;31519.68;860361924.93;14239954.34
Comunidad Valenciana;343;2022;Europa;Italia;2360;62638;70556;319499.00;1936547.00;29055455.02;338587340.61;2396061.47
Comunidad Valenciana;343;2022;Europa;Irlanda;2360;62638;70556;204249.00;1604599.00;0.00;272324127.28;359035.22
Comunidad Valenciana;343;2022;Europa;Francia;2360;62638;70556;922407.00;9044153.00;16655326.12;1413343363.12;97214358.94
Comunidad Valenciana;343;2022;Europa;Bélgica;2360;62638;70556;497754.00;4249397.00;252776.36;747250653.24;12374579.19
Comunidad Valenciana;343;2022;Europa;Alemania;2360;62638;70556;573015.00;6467040.00;4466830.78;604122773.26;18881074.27
Extremadura;0;2022;Europa;Suiza;408;12548;8826;6584.00;50214.00;0.00;6523190.20;1265662.68
Extremadura;0;2022;Europa;Reino Unido;408;12548;8826;21026.00;156043.00;76429.34;9862057.15;14267281.17
Extremadura;0;2022;Europa;Portugal;408;12548;8826;271108.00;2200695.00;48630470.94;38823447.34;2226920.69
Extremadura;0;2022;Europa;Países Bajos;408;12548;8826;69240.00;644047.00;0.00;6287314.07;1726288.69
Extremadura;0;2022;Europa;Italia;408;12548;8826;16734.00;134879.00;0.00;2824818.13;1548502.25
Extremadura;0;2022;Europa;Irlanda;408;12548;8826;6858.00;60226.00;0.00;2150073.14;0.00
Extremadura;0;2022;Europa;Francia;408;12548;8826;98193.00;886623.00;20920.42;39360552.19;5897404.14
Extremadura;0;2022;Europa;Bélgica;408;12548;8826;18611.00;124860.00;7886.47;6514367.59;1985877.15
Extremadura;0;2022;Europa;Alemania;408;12548;8826;48119.00;507175.00;0.00;6349565.43;0.00
Galicia;872;2022;Europa;Suiza;1092;36160;29794;77365.00;661827.00;272793.58;76742895.80;1174957.09
Galicia;872;2022;Europa;Rusia;1092;36160;29794;2621.00;17021.00;0.00;2895059.15;0.00
Galicia;872;2022;Europa;Reino Unido;1092;36160;29794;111335.00;844397.00;61039051.18;87007533.13;4198699.54
Galicia;872;2022;Europa;Portugal;1092;36160;29794;530214.00;3282743.00;114226800.76;81653574.62;3894394.25
Galicia;872;2022;Europa;Países Bajos;1092;36160;29794;130909.00;1375723.00;281142.54;24662153.34;4475250.87
Galicia;872;2022;Europa;Italia;1092;36160;29794;63491.00;529864.00;56921.65;93375884.82;3978452.37
Galicia;872;2022;Europa;Irlanda;1092;36160;29794;24527.00;178313.00;2679200.02;80475523.48;0.00
Galicia;872;2022;Europa;Francia;1092;36160;29794;272997.00;2702883.00;1745303.77;59448563.00;25143915.14
Galicia;872;2022;Europa;Bélgica;1092;36160;29794;54122.00;530711.00;371105.84;20580436.02;820162.65
Galicia;872;2022;Europa;Alemania;1092;36160;29794;132828.00;1468114.00;18686527.09;104788797.19;14108397.87
Islas Baleares;345;2022;Europa;Suiza;976;21552;22556;442176.00;2615096.00;2518638.20;478378427.67;1155198.96
Islas Baleares;345;2022;Europa;Rusia;976;21552;22556;7347.00;55476.00;0.00;1533203.95;0.00
Islas Baleares;345;2022;Europa;Reino Unido;976;21552;22556;3537138.00;22732628.00;17166013.70;3690275166.59;4756813.70
Islas Baleares;345;2022;Europa;Portugal;976;21552;22556;124475.00;772370.00;248309.46;172331946.32;0.00
Islas Baleares;345;2022;Europa;Países Bajos;976;21552;22556;413169.00;2794181.00;1443242.53;788239703.01;2182667.61
Islas Baleares;345;2022;Europa;Italia;976;21552;22556;800054.00;4203662.00;10748211.88;676964386.71;6584113.89
Islas Baleares;345;2022;Europa;Irlanda;976;21552;22556;221537.00;1424771.00;1588711.37;200868243.99;1750683.26
Islas Baleares;345;2022;Europa;Francia;976;21552;22556;954058.00;6179048.00;196504.25;920560440.51;1659825.48
Islas Baleares;345;2022;Europa;Bélgica;976;21552;22556;297823.00;1826778.00;618762.19;305312340.18;1442866.40
Islas Baleares;345;2022;Europa;Alemania;976;21552;22556;4271052.00;31456531.00;39973133.65;4646623512.24;31517117.12
La Rioja;0;2022;Europa;Suiza;118;3854;5152;1907.00;13322.00;0.00;209815.77;0.00
La Rioja;0;2022;Europa;Reino Unido;118;3854;5152;8050.00;61405.00;0.00;9961520.13;0.00
La Rioja;0;2022;Europa;Portugal;118;3854;5152;5330.00;45516.00;0.00;703299.05;1047451.56
La Rioja;0;2022;Europa;Países Bajos;118;3854;5152;17852.00;162663.00;0.00;4548065.02;698743.30
La Rioja;0;2022;Europa;Italia;118;3854;5152;6260.00;44674.00;0.00;5319938.66;399278.76
La Rioja;0;2022;Europa;Irlanda;118;3854;5152;2762.00;17068.00;0.00;4101967.58;0.00
La Rioja;0;2022;Europa;Francia;118;3854;5152;33189.00;290316.00;0.00;19842011.82;3298475.21
La Rioja;0;2022;Europa;Bélgica;118;3854;5152;5060.00;31210.00;0.00;1837697.49;0.00
La Rioja;0;2022;Europa;Alemania;118;3854;5152;12471.00;116906.00;0.00;3095760.25;424877.08
Melilla;8;2022;Europa;Reino Unido;46;634;538;921.00;7477.00;0.00;3920755.65;0.00
Melilla;8;2022;Europa;Países Bajos;46;634;538;6638.00;38249.00;0.00;17848702.35;0.00
País Vasco;66;2022;Europa;Suiza;936;25426;15744;47782.00;185013.00;1145131.74;20879183.86;2909377.72
País Vasco;66;2022;Europa;Rusia;936;25426;15744;2451.00;15975.00;0.00;2083303.07;0.00
País Vasco;66;2022;Europa;Reino Unido;936;25426;15744;121339.00;659041.00;8735503.68;94082617.49;5296304.90
País Vasco;66;2022;Europa;Portugal;936;25426;15744;155474.00;1521206.00;3212422.95;27574303.80;38377364.72
País Vasco;66;2022;Europa;Países Bajos;936;25426;15744;166966.00;1244156.00;2577000.78;71224673.17;5448673.78
País Vasco;66;2022;Europa;Italia;936;25426;15744;86458.00;498428.00;1539371.17;75281926.14;2454901.31
País Vasco;66;2022;Europa;Irlanda;936;25426;15744;45642.00;358394.00;0.00;64456174.92;798850.89
País Vasco;66;2022;Europa;Francia;936;25426;15744;789483.00;4288486.00;445551401.17;217685192.39;29324290.32
País Vasco;66;2022;Europa;Bélgica;936;25426;15744;81009.00;412720.00;1664445.75;48952864.77;2294831.98
País Vasco;66;2022;Europa;Alemania;936;25426;15744;257976.00;2175582.00;34153722.67;98534026.05;5568225.99
