CCAA;numero_playas;ANIO;CONTINENTE_ORIGEN;PAIS_ORIGEN;numero_agencia_viajes;numero_hosteleria;otras_actividades_turisticas;Turistas;PERNOCTACIONES;gasto_total_exucrsionistas;gasto_total_no_transito;gasto_total_transito
País Vasco;66;2024;Europa;Suiza;960;24798;16582;66532.00;318280.00;0.00;16796419.94;7863858.54
País Vasco;66;2024;Europa;Reino Unido;960;24798;16582;148494.00;791263.00;0.00;123582064.87;5234888.79
País Vasco;66;2024;Europa;Portugal;960;24798;16582;207803.00;2219741.00;0.00;70864377.52;39182042.04
País Vasco;66;2024;Europa;Países Bajos;960;24798;16582;215101.00;1110463.00;0.00;147567170.37;7119853.75
País Vasco;66;2024;Europa;Italia;960;24798;16582;118205.00;727964.00;0.00;102271214.98;2129858.93
País Vasco;66;2024;Europa;Irlanda;960;24798;16582;64604.00;502050.00;0.00;60051863.73;7425186.79
País Vasco;66;2024;Europa;Francia;960;24798;16582;1066098.00;4711316.00;0.00;323424903.47;51054146.72
País Vasco;66;2024;Europa;Bélgica;960;24798;16582;119812.00;607210.00;0.00;70356465.50;1031006.11
País Vasco;66;2024;Europa;Alemania;960;24798;16582;357906.00;2200850.00;0.00;135973764.73;4000569.18
Principado de Asturias;208;2024;Europa;Suiza;430;14336;12430;14680.00;122618.00;0.00;9671225.33;76949.99
Principado de Asturias;208;2024;Europa;Reino Unido;430;14336;12430;47437.00;317605.00;0.00;45992578.88;5057409.47
Principado de Asturias;208;2024;Europa;Portugal;430;14336;12430;33739.00;198860.00;0.00;27269464.29;335063.42
Principado de Asturias;208;2024;Europa;Países Bajos;430;14336;12430;67322.00;451794.00;0.00;24882177.29;2753578.44
Principado de Asturias;208;2024;Europa;Italia;430;14336;12430;22033.00;178142.00;0.00;22150125.95;593529.00
Principado de Asturias;208;2024;Europa;Irlanda;430;14336;12430;7925.00;62298.00;0.00;9205240.52;0.00
Principado de Asturias;208;2024;Europa;Francia;430;14336;12430;95364.00;769469.00;0.00;46931236.43;1470556.03
Principado de Asturias;208;2024;Europa;Bélgica;430;14336;12430;22399.00;210439.00;0.00;28121430.55;3296556.26
Principado de Asturias;208;2024;Europa;Alemania;430;14336;12430;86638.00;589808.00;0.00;29244473.15;3690930.09
Región de Murcia;206;2024;Europa;Suiza;456;13904;15142;22799.00;183104.00;0.00;28849477.16;1715489.65
Región de Murcia;206;2024;Europa;Reino Unido;456;13904;15142;257934.00;2181201.00;0.00;458019498.95;3604824.77
Región de Murcia;206;2024;Europa;Portugal;456;13904;15142;28187.00;273745.00;0.00;9675120.58;0.00
Región de Murcia;206;2024;Europa;Países Bajos;456;13904;15142;115953.00;893162.00;0.00;83834881.14;7725418.44
Región de Murcia;206;2024;Europa;Italia;456;13904;15142;45960.00;342215.00;0.00;22191004.34;4108887.27
Región de Murcia;206;2024;Europa;Irlanda;456;13904;15142;44665.00;379888.00;0.00;80710127.65;140142.95
Región de Murcia;206;2024;Europa;Francia;456;13904;15142;171745.00;1463066.00;0.00;201690978.64;69821643.67
Región de Murcia;206;2024;Europa;Bélgica;456;13904;15142;67683.00;617315.00;0.00;176333110.47;10589172.56
Región de Murcia;206;2024;Europa;Alemania;456;13904;15142;111035.00;1163359.00;0.00;98595074.19;4411786.47
