YEAR,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2020,3,Region de Murcia,Europa,Portugal,632,10112,16
2020,3,Region de Murcia,Europa,Reino Unido,13106,179552,13
2020,3,Region de Murcia,Europa,Republica Checa,192,1920,10
2020,3,Region de Murcia,Europa,Republica Eslovaca,47,357,7
2020,3,Region de Murcia,Europa,Rumania,543,6353,11
2020,3,Region de Murcia,Europa,Rusia,215,1591,7
2020,3,Region de Murcia,Europa,Suecia,5810,95284,16
2020,3,Region de Murcia,Europa,Suiza,614,7307,11
2020,3,Region de Murcia,Europa,Turquia,80,448,5
2020,3,Region de Murcia,Europa,Ucrania,291,2677,9
2020,3,Region de Murcia,Oceania,Australia,34,252,7
2020,3,Region de Murcia,Africa,Argelia,331,3939,11
2020,3,Region de Murcia,Africa,Egipto,52,276,5
2020,3,Region de Murcia,Africa,Ghana,50,590,11
2020,3,Region de Murcia,Africa,Mali,51,734,14
2020,3,Region de Murcia,Africa,Marruecos,3510,49491,14
2020,3,Region de Murcia,Africa,Nigeria,75,840,11
2020,3,Region de Murcia,Africa,Senegal,69,1070,15
2020,4,Andalucia,America,Argentina,456,5246,11
2020,4,Andalucia,America,Brasil,607,6888,11
2020,4,Andalucia,America,Canada,70,570,8
2020,4,Andalucia,America,Chile,81,796,9
2020,4,Andalucia,America,Colombia,633,9224,14
2020,4,Andalucia,America,Ecuador,48,846,17
2020,4,Andalucia,America,Estados Unidos de America,20294,148516,7
2020,4,Andalucia,America,Honduras,31,239,7
2020,4,Andalucia,America,Mexico,469,5582,11
2020,4,Andalucia,America,Nicaragua,218,2238,10
2020,4,Andalucia,America,Panama,60,725,12
2020,4,Andalucia,America,Paraguay,95,1365,14
2020,4,Andalucia,America,Peru,107,1369,12
2020,4,Andalucia,America,Republica Dominicana,30,243,8
2020,4,Andalucia,America,Uruguay,46,312,6
2020,4,Andalucia,America,Venezuela,183,3279,17
2020,4,Andalucia,Asia,Arabia Saudi,76,1204,15
2020,4,Andalucia,Asia,China,2275,12946,5
2020,4,Andalucia,Asia,Corea,30,339,11
2020,4,Andalucia,Asia,Emiratos arabes Unidos,230,2254,9
2020,4,Andalucia,Asia,Filipinas,5195,17179,3
2020,4,Andalucia,Asia,India,1153,5280,4
2020,4,Andalucia,Asia,Indonesia,256,1399,5
2020,4,Andalucia,Asia,Iran,141,1411,10
2020,4,Andalucia,Asia,Israel,195,926,4
2020,4,Andalucia,Asia,Japon,57,854,15
2020,4,Andalucia,Asia,Kazajstan,31,360,11
2020,4,Andalucia,Asia,Libano,38,345,9
2020,4,Andalucia,Asia,Malasia,70,272,3
2020,4,Andalucia,Asia,Myanmar,82,384,4
2020,4,Andalucia,Asia,Pakistan,48,454,9
2020,4,Andalucia,Asia,Singapur,69,489,7
2020,4,Andalucia,Asia,Sri Lanka,115,504,4
2020,4,Andalucia,Asia,Tailandia,265,1248,4
2020,4,Andalucia,Asia,Vietnam,64,338,5
2020,4,Andalucia,Europa,Albania,33,489,14
2020,4,Andalucia,Europa,Alemania,14054,318628,22
2020,4,Andalucia,Europa,Andorra,49,617,12
2020,4,Andalucia,Europa,Austria,1024,11799,11
2020,4,Andalucia,Europa,Belarus,40,251,6
2020,4,Andalucia,Europa,Bulgaria,1488,21928,14
2020,4,Andalucia,Europa,Belgica,2157,37851,17
2020,4,Andalucia,Europa,Croacia,249,1429,5
2020,4,Andalucia,Europa,Dinamarca,2068,35423,17
2020,4,Andalucia,Europa,Eslovenia,51,640,12
2020,4,Andalucia,Europa,Estonia,1395,33653,24
2020,4,Andalucia,Europa,Finlandia,1508,25087,16
2020,4,Andalucia,Europa,Francia,13076,245010,18
2020,4,Andalucia,Europa,Georgia,103,582,5
2020,4,Andalucia,Europa,Grecia,523,3151,6
2020,4,Andalucia,Europa,Hungria,214,2835,13
2020,4,Andalucia,Europa,Irlanda,1467,27703,18
2020,4,Andalucia,Europa,Islandia,37,624,16
2020,4,Andalucia,Europa,Italia,5487,78038,14
2020,4,Andalucia,Europa,Letonia,524,5384,10
2020,4,Andalucia,Europa,Liechtenstein,271,4586,16
2020,4,Andalucia,Europa,Lituania,488,3835,7
2020,4,Andalucia,Europa,Luxemburgo,1384,20929,15
2020,4,Andalucia,Europa,Malta,100,1075,10
2020,4,Andalucia,Europa,Moldavia,42,577,13
2020,4,Andalucia,Europa,Noruega,1147,24234,21
2020,4,Andalucia,Europa,Paises Bajos,14671,207001,14
2020,4,Andalucia,Europa,Polonia,2532,22594,8
2020,4,Andalucia,Europa,Portugal,5920,68548,11
2020,4,Andalucia,Europa,Reino Unido,17644,298967,14
2020,4,Andalucia,Europa,Republica Checa,367,5069,13
2020,4,Andalucia,Europa,Republica Eslovaca,116,1205,10
2020,4,Andalucia,Europa,Rumania,4772,58772,12
2020,4,Andalucia,Europa,Rusia,2196,17961,8
2020,4,Andalucia,Europa,Serbia,54,475,8
2020,4,Andalucia,Europa,Suecia,12347,164045,13
2020,4,Andalucia,Europa,Suiza,764,14071,18
2020,4,Andalucia,Europa,Turquia,833,3556,4
2020,4,Andalucia,Europa,Ucrania,1407,7874,5
2020,4,Andalucia,Oceania,Australia,115,1086,9
2020,4,Andalucia,Africa,Argelia,496,3710,7
2020,4,Andalucia,Africa,Costa de Marfil,88,642,7
2020,4,Andalucia,Africa,Egipto,364,1164,3
2020,4,Andalucia,Africa,Ghana,93,930,10
2020,4,Andalucia,Africa,Guinea Ecuatorial,32,624,19
2020,4,Andalucia,Africa,Kenia,76,555,7
2020,4,Andalucia,Africa,Mali,318,3380,10
2020,4,Andalucia,Africa,Marruecos,11334,110478,9
2020,4,Andalucia,Africa,Mauritania,81,912,11
2020,4,Andalucia,Africa,Nigeria,365,3098,8
2020,4,Andalucia,Africa,Senegal,187,2368,12
2020,4,Andalucia,Africa,SudAfrica,44,297,6
2020,4,Andalucia,Africa,Tunez,60,549,9
2020,4,Aragon,America,Argentina,31,261,8
2020,4,Aragon,America,Brasil,41,489,11
2020,4,Aragon,America,Colombia,176,2474,14
2020,4,Aragon,America,Estados Unidos de America,589,11706,19
2020,4,Aragon,America,Mexico,54,560,10
2020,4,Aragon,America,Nicaragua,117,1411,12
2020,4,Aragon,America,Peru,31,492,15
2020,4,Aragon,America,Venezuela,47,1053,22
2020,4,Aragon,Asia,China,177,2263,12
2020,4,Aragon,Asia,India,31,409,13
2020,4,Aragon,Asia,Japon,36,655,18
2020,4,Aragon,Europa,Alemania,3321,43940,13
2020,4,Aragon,Europa,Austria,105,1157,11
2020,4,Aragon,Europa,Bulgaria,231,1749,7
2020,4,Aragon,Europa,Belgica,926,10472,11
2020,4,Aragon,Europa,Dinamarca,487,8368,17
2020,4,Aragon,Europa,Eslovenia,45,196,4
2020,4,Aragon,Europa,Estonia,64,507,7
2020,4,Aragon,Europa,Francia,2643,41085,15
2020,4,Aragon,Europa,Grecia,64,383,6
2020,4,Aragon,Europa,Hungria,111,603,5
2020,4,Aragon,Europa,Irlanda,350,2599,7
2020,4,Aragon,Europa,Italia,2054,18014,8
2020,4,Aragon,Europa,Letonia,76,394,5
2020,4,Aragon,Europa,Liechtenstein,296,6219,21
2020,4,Aragon,Europa,Lituania,358,1532,4
2020,4,Aragon,Europa,Luxemburgo,241,3230,13
2020,4,Aragon,Europa,Noruega,42,360,8
2020,4,Aragon,Europa,Paises Bajos,3020,43815,14
2020,4,Aragon,Europa,Polonia,817,3573,4
2020,4,Aragon,Europa,Portugal,783,7232,9
2020,4,Aragon,Europa,Reino Unido,479,8932,18
2020,4,Aragon,Europa,Republica Checa,206,949,4
2020,4,Aragon,Europa,Republica Eslovaca,52,322,6
2020,4,Aragon,Europa,Rumania,798,7893,9
2020,4,Aragon,Europa,Rusia,68,487,7
2020,4,Aragon,Europa,Suecia,3291,31352,9
2020,4,Aragon,Europa,Suiza,57,926,16
2020,4,Aragon,Europa,Turquia,42,313,7
2020,4,Aragon,Europa,Ucrania,130,966,7
2020,4,Aragon,Africa,Argelia,103,1469,14
2020,4,Aragon,Africa,Ghana,55,620,11
2020,4,Aragon,Africa,Guinea Ecuatorial,38,891,23
2020,4,Aragon,Africa,Mali,58,761,13
2020,4,Aragon,Africa,Marruecos,320,3888,12
2020,4,Aragon,Africa,Nigeria,46,467,10
2020,4,Aragon,Africa,Senegal,34,406,11
2020,4,Canarias,America,Argentina,239,1840,7
2020,4,Canarias,America,Brasil,232,1216,5
2020,4,Canarias,America,Canada,38,438,11
2020,4,Canarias,America,Colombia,422,5811,13
2020,4,Canarias,America,Estados Unidos de America,1221,18460,15
2020,4,Canarias,America,Mexico,56,708,12
2020,4,Canarias,America,Peru,35,364,10
2020,4,Canarias,America,Uruguay,124,658,5
2020,4,Canarias,America,Venezuela,308,5439,17
2020,4,Canarias,Asia,China,526,3527,6
2020,4,Canarias,Asia,Filipinas,3154,14853,4
2020,4,Canarias,Asia,India,684,5645,8
2020,4,Canarias,Asia,Indonesia,854,6026,7
2020,4,Canarias,Asia,Japon,30,253,8
2020,4,Canarias,Asia,Sri Lanka,99,797,8
2020,4,Canarias,Asia,Tailandia,113,674,6
2020,4,Canarias,Europa,Alemania,6118,155530,25
2020,4,Canarias,Europa,Austria,902,15016,16
2020,4,Canarias,Europa,Bulgaria,158,1945,12
2020,4,Canarias,Europa,Belgica,1210,24858,20
2020,4,Canarias,Europa,Croacia,130,1612,12
2020,4,Canarias,Europa,Dinamarca,546,9771,17
2020,4,Canarias,Europa,Estonia,190,2534,13
2020,4,Canarias,Europa,Finlandia,249,4114,16
2020,4,Canarias,Europa,Francia,2679,45263,16
2020,4,Canarias,Europa,Grecia,137,1180,8
2020,4,Canarias,Europa,Hungria,149,2358,15
2020,4,Canarias,Europa,Irlanda,414,6698,16
2020,4,Canarias,Europa,Islandia,55,858,15
2020,4,Canarias,Europa,Italia,4038,91483,22
2020,4,Canarias,Europa,Letonia,187,2818,15
2020,4,Canarias,Europa,Lituania,264,3849,14
2020,4,Canarias,Europa,Luxemburgo,96,1502,15
2020,4,Canarias,Europa,Noruega,916,18137,19
2020,4,Canarias,Europa,Paises Bajos,3089,48204,15
2020,4,Canarias,Europa,Polonia,917,12171,13
2020,4,Canarias,Europa,Portugal,280,4846,17
2020,4,Canarias,Europa,Reino Unido,4652,83831,18
2020,4,Canarias,Europa,Republica Checa,203,3276,16
2020,4,Canarias,Europa,Republica Eslovaca,75,901,12
2020,4,Canarias,Europa,Rumania,338,4251,12
2020,4,Canarias,Europa,Rusia,1483,12847,8
2020,4,Canarias,Europa,Suecia,1475,26820,18
2020,4,Canarias,Europa,Suiza,663,12049,18
2020,4,Canarias,Europa,Turquia,90,514,5
2020,4,Canarias,Europa,Ucrania,417,2572,6
2020,4,Canarias,Oceania,Australia,31,187,6
2020,4,Canarias,Africa,Argelia,31,222,7
2020,4,Canarias,Africa,Egipto,37,239,6
2020,4,Canarias,Africa,Ghana,62,183,3
2020,4,Canarias,Africa,Marruecos,713,8097,11
2020,4,Canarias,Africa,Mauricio,65,387,6
2020,4,Canarias,Africa,Mauritania,189,1823,9
2020,4,Canarias,Africa,Nigeria,312,1848,5
2020,4,Canarias,Africa,Senegal,150,1193,8
2020,4,Canarias,Africa,SudAfrica,30,120,4
2020,4,Canarias,Africa,Tunez,58,547,9
2020,4,Cantabria,America,Brasil,33,521,15
2020,4,Cantabria,America,Colombia,70,966,13
2020,4,Cantabria,America,Estados Unidos de America,142,3025,21
2020,4,Cantabria,America,Mexico,39,484,12
2020,4,Cantabria,America,Peru,35,532,15
2020,4,Cantabria,Asia,China,80,640,8
2020,4,Cantabria,Asia,Filipinas,97,330,3
2020,4,Cantabria,Europa,Alemania,1149,16661,14
2020,4,Cantabria,Europa,Austria,45,135,3
2020,4,Cantabria,Europa,Bulgaria,31,288,9
2020,4,Cantabria,Europa,Belgica,107,1573,14
2020,4,Cantabria,Europa,Dinamarca,87,1088,12
2020,4,Cantabria,Europa,Francia,1290,22317,17
2020,4,Cantabria,Europa,Irlanda,56,644,11
2020,4,Cantabria,Europa,Italia,306,3152,10
2020,4,Cantabria,Europa,Liechtenstein,36,446,12
2020,4,Cantabria,Europa,Lituania,73,270,3
2020,4,Cantabria,Europa,Luxemburgo,154,2233,14
2020,4,Cantabria,Europa,Noruega,32,234,7
2020,4,Cantabria,Europa,Paises Bajos,773,11750,15
2020,4,Cantabria,Europa,Polonia,215,1118,5
2020,4,Cantabria,Europa,Portugal,106,1177,11
2020,4,Cantabria,Europa,Reino Unido,422,5317,12
2020,4,Cantabria,Europa,Rumania,79,624,7
2020,4,Cantabria,Europa,Rusia,83,623,7
2020,4,Cantabria,Europa,Suecia,800,10640,13
2020,4,Cantabria,Europa,Ucrania,89,605,6
2020,4,Cantabria,Africa,Marruecos,31,437,14
2020,4,Castilla - La Mancha,America,Brasil,54,1005,18
2020,4,Castilla - La Mancha,America,Colombia,296,4559,15
2020,4,Castilla - La Mancha,America,Ecuador,30,585,19
2020,4,Castilla - La Mancha,America,Estados Unidos de America,660,13942,21
2020,4,Castilla - La Mancha,America,Mexico,35,433,12
2020,4,Castilla - La Mancha,America,Peru,50,769,15
2020,4,Castilla - La Mancha,America,Venezuela,61,1403,23
2020,4,Castilla - La Mancha,Asia,China,126,1287,10
2020,4,Castilla - La Mancha,Europa,Alemania,3999,61175,15
2020,4,Castilla - La Mancha,Europa,Austria,102,1138,11
2020,4,Castilla - La Mancha,Europa,Bulgaria,174,1425,8
2020,4,Castilla - La Mancha,Europa,Belgica,615,8782,14
2020,4,Castilla - La Mancha,Europa,Dinamarca,496,7007,14
2020,4,Castilla - La Mancha,Europa,Eslovenia,35,325,9
2020,4,Castilla - La Mancha,Europa,Estonia,88,1033,11
2020,4,Castilla - La Mancha,Europa,Francia,3863,70171,18
2020,4,Castilla - La Mancha,Europa,Hungria,92,525,5
2020,4,Castilla - La Mancha,Europa,Irlanda,397,3970,10
2020,4,Castilla - La Mancha,Europa,Italia,2273,19622,8
2020,4,Castilla - La Mancha,Europa,Letonia,125,768,6
2020,4,Castilla - La Mancha,Europa,Liechtenstein,132,1326,10
2020,4,Castilla - La Mancha,Europa,Lituania,292,1319,4
2020,4,Castilla - La Mancha,Europa,Luxemburgo,615,10367,16
2020,4,Castilla - La Mancha,Europa,Noruega,40,484,12
2020,4,Castilla - La Mancha,Europa,Paises Bajos,5058,70308,13
2020,4,Castilla - La Mancha,Europa,Polonia,1053,4349,4
2020,4,Castilla - La Mancha,Europa,Portugal,913,8855,9
2020,4,Castilla - La Mancha,Europa,Reino Unido,651,11219,17
2020,4,Castilla - La Mancha,Europa,Republica Checa,161,725,4
2020,4,Castilla - La Mancha,Europa,Republica Eslovaca,43,180,4
2020,4,Castilla - La Mancha,Europa,Rumania,659,6775,10
2020,4,Castilla - La Mancha,Europa,Rusia,30,407,13
2020,4,Castilla - La Mancha,Europa,Suecia,3911,42005,10
2020,4,Castilla - La Mancha,Europa,Suiza,109,1918,17
2020,4,Castilla - La Mancha,Europa,Turquia,33,284,8
2020,4,Castilla - La Mancha,Europa,Ucrania,128,908,7
2020,4,Castilla - La Mancha,Africa,Argelia,30,562,18
2020,4,Castilla - La Mancha,Africa,Marruecos,609,7643,12
2020,4,Castilla - La Mancha,Africa,Nigeria,58,656,11
2020,4,Castilla y Leon,America,Argentina,55,596,10
2020,4,Castilla y Leon,America,Brasil,136,1894,13
2020,4,Castilla y Leon,America,Chile,42,544,13
2020,4,Castilla y Leon,America,Colombia,250,3511,14
2020,4,Castilla y Leon,America,Ecuador,54,1053,19
2020,4,Castilla y Leon,America,Estados Unidos de America,912,21554,23
2020,4,Castilla y Leon,America,Mexico,127,1531,12
2020,4,Castilla y Leon,America,Peru,57,1052,18
2020,4,Castilla y Leon,America,Venezuela,63,1554,24
2020,4,Castilla y Leon,Asia,China,288,3766,13
2020,4,Castilla y Leon,Asia,India,35,357,10
2020,4,Castilla y Leon,Asia,Japon,42,868,20
2020,4,Castilla y Leon,Asia,Vietnam,30,314,10
2020,4,Castilla y Leon,Europa,Alemania,8424,110332,13
2020,4,Castilla y Leon,Europa,Andorra,31,471,15
2020,4,Castilla y Leon,Europa,Austria,70,648,9
2020,4,Castilla y Leon,Europa,Belarus,40,247,6
2020,4,Castilla y Leon,Europa,Bulgaria,434,4006,9
2020,4,Castilla y Leon,Europa,Belgica,1041,9168,8
2020,4,Castilla y Leon,Europa,Croacia,63,357,5
2020,4,Castilla y Leon,Europa,Dinamarca,597,9634,16
2020,4,Castilla y Leon,Europa,Eslovenia,56,323,5
2020,4,Castilla y Leon,Europa,Estonia,159,949,6
2020,4,Castilla y Leon,Europa,Francia,6148,93974,15
2020,4,Castilla y Leon,Europa,Grecia,38,489,12
2020,4,Castilla y Leon,Europa,Hungria,327,2013,6
2020,4,Castilla y Leon,Europa,Irlanda,914,7151,7
2020,4,Castilla y Leon,Europa,Italia,3486,22978,6
2020,4,Castilla y Leon,Europa,Letonia,311,3647,11
2020,4,Castilla y Leon,Europa,Liechtenstein,230,1930,8
2020,4,Castilla y Leon,Europa,Lituania,779,3016,3
2020,4,Castilla y Leon,Europa,Luxemburgo,654,8655,13
2020,4,Castilla y Leon,Europa,Noruega,64,1065,16
2020,4,Castilla y Leon,Europa,Paises Bajos,6883,96765,14
2020,4,Castilla y Leon,Europa,Polonia,1899,7226,3
2020,4,Castilla y Leon,Europa,Portugal,14152,159393,11
2020,4,Castilla y Leon,Europa,Reino Unido,828,11919,14
2020,4,Castilla y Leon,Europa,Republica Checa,516,1999,3
2020,4,Castilla y Leon,Europa,Republica Eslovaca,132,598,4
2020,4,Castilla y Leon,Europa,Rumania,692,5665,8
2020,4,Castilla y Leon,Europa,Rusia,60,726,12
2020,4,Castilla y Leon,Europa,Suecia,6543,59654,9
2020,4,Castilla y Leon,Europa,Suiza,166,1918,11
2020,4,Castilla y Leon,Europa,Turquia,66,544,8
2020,4,Castilla y Leon,Europa,Ucrania,223,1062,4
2020,4,Castilla y Leon,Oceania,Australia,40,472,11
2020,4,Castilla y Leon,Africa,Argelia,49,846,17
2020,4,Castilla y Leon,Africa,Marruecos,424,4593,10
2020,4,Castilla y Leon,Africa,Nigeria,30,319,10
2020,4,Castilla y Leon,Africa,Senegal,30,480,16
2020,4,Cataluna,America,Argentina,954,11574,12
2020,4,Cataluna,America,Bolivia,72,889,12
2020,4,Cataluna,America,Brasil,633,8109,12
2020,4,Cataluna,America,Canada,70,1071,15
2020,4,Cataluna,America,Chile,219,2466,11
2020,4,Cataluna,America,Colombia,1281,18736,14
2020,4,Cataluna,America,Ecuador,208,2796,13
2020,4,Cataluna,America,El Salvador,55,630,11
2020,4,Cataluna,America,Estados Unidos de America,3937,68123,17
2020,4,Cataluna,America,Guatemala,35,493,14
2020,4,Cataluna,America,Honduras,211,2052,9
2020,4,Cataluna,America,Mexico,721,8153,11
2020,4,Cataluna,America,Nicaragua,72,742,10
2020,4,Cataluna,America,Panama,54,739,13
2020,4,Cataluna,America,Paraguay,134,2073,15
2020,4,Cataluna,America,Peru,351,4341,12
2020,4,Cataluna,America,Republica Dominicana,92,1003,10
2020,4,Cataluna,America,Uruguay,140,1467,10
2020,4,Cataluna,America,Venezuela,369,7004,19
2020,4,Cataluna,Asia,Arabia Saudi,75,1040,13
2020,4,Cataluna,Asia,China,2893,34895,12
2020,4,Cataluna,Asia,Corea,63,819,13
2020,4,Cataluna,Asia,Emiratos arabes Unidos,164,1551,9
2020,4,Cataluna,Asia,Filipinas,766,4260,5
2020,4,Cataluna,Asia,India,1148,12832,11
2020,4,Cataluna,Asia,Indonesia,71,591,8
2020,4,Cataluna,Asia,Iran,44,500,11
2020,4,Cataluna,Asia,Israel,113,1036,9
2020,4,Cataluna,Asia,Japon,146,1163,8
2020,4,Cataluna,Asia,Kazajstan,94,689,7
2020,4,Cataluna,Asia,Libano,63,501,8
2020,4,Cataluna,Asia,Malasia,46,491,10
2020,4,Cataluna,Asia,Pakistan,297,2709,9
2020,4,Cataluna,Asia,Singapur,49,605,12
2020,4,Cataluna,Asia,Sri Lanka,30,352,11
2020,4,Cataluna,Asia,Tailandia,125,937,7
2020,4,Cataluna,Asia,Vietnam,51,627,12
2020,4,Cataluna,Europa,Albania,82,865,10
2020,4,Cataluna,Europa,Alemania,29289,454634,15
2020,4,Cataluna,Europa,Andorra,1869,22193,11
2020,4,Cataluna,Europa,Austria,606,6382,10
2020,4,Cataluna,Europa,Belarus,257,1522,5
2020,4,Cataluna,Europa,Bulgaria,1732,12785,7
2020,4,Cataluna,Europa,Belgica,4788,71257,14
2020,4,Cataluna,Europa,Chipre,59,637,10
2020,4,Cataluna,Europa,Croacia,288,2145,7
2020,4,Cataluna,Europa,Dinamarca,2724,39879,14
2020,4,Cataluna,Europa,Eslovenia,625,4093,6
2020,4,Cataluna,Europa,Estonia,557,4315,7
2020,4,Cataluna,Europa,Finlandia,179,2344,13
2020,4,Cataluna,Europa,Francia,24260,366145,15
2020,4,Cataluna,Europa,Georgia,137,1367,10
2020,4,Cataluna,Europa,Grecia,474,4753,10
2020,4,Cataluna,Europa,Hungria,739,4136,5
2020,4,Cataluna,Europa,Irlanda,3334,42290,12
2020,4,Cataluna,Europa,Islandia,30,195,6
2020,4,Cataluna,Europa,Italia,12000,130101,10
2020,4,Cataluna,Europa,Letonia,1194,10361,8
2020,4,Cataluna,Europa,Liechtenstein,493,4653,9
2020,4,Cataluna,Europa,Lituania,3060,14554,4
2020,4,Cataluna,Europa,Luxemburgo,1533,21226,13
2020,4,Cataluna,Europa,Malta,145,1222,8
2020,4,Cataluna,Europa,Moldavia,163,1888,11
2020,4,Cataluna,Europa,Noruega,490,7512,15
2020,4,Cataluna,Europa,Paises Bajos,21478,305234,14
2020,4,Cataluna,Europa,Polonia,7296,41814,5
2020,4,Cataluna,Europa,Portugal,3263,47881,14
2020,4,Cataluna,Europa,Reino Unido,6059,111613,18
2020,4,Cataluna,Europa,Republica Checa,1968,11928,6
2020,4,Cataluna,Europa,Republica Eslovaca,494,3317,6
2020,4,Cataluna,Europa,Rumania,5461,50454,9
2020,4,Cataluna,Europa,Rusia,2626,26167,10
2020,4,Cataluna,Europa,Serbia,163,1006,6
2020,4,Cataluna,Europa,Suecia,14391,142295,9
2020,4,Cataluna,Europa,Suiza,1068,22660,21
2020,4,Cataluna,Europa,Turquia,387,2828,7
2020,4,Cataluna,Europa,Ucrania,1606,11765,7
2020,4,Cataluna,Oceania,Australia,143,1213,8
2020,4,Cataluna,Africa,Angola,30,232,7
2020,4,Cataluna,Africa,Argelia,403,3061,7
2020,4,Cataluna,Africa,Egipto,98,773,7
2020,4,Cataluna,Africa,Ghana,175,1961,11
2020,4,Cataluna,Africa,Guinea,34,201,5
2020,4,Cataluna,Africa,Guinea Ecuatorial,42,774,18
2020,4,Cataluna,Africa,Kenia,34,316,9
2020,4,Cataluna,Africa,Mali,120,1064,8
2020,4,Cataluna,Africa,Marruecos,3448,43122,12
2020,4,Cataluna,Africa,Mauritania,62,707,11
2020,4,Cataluna,Africa,Nigeria,292,2698,9
2020,4,Cataluna,Africa,Senegal,231,2541,11
2020,4,Cataluna,Africa,SudAfrica,32,278,8
2020,4,Cataluna,Africa,Tunez,49,434,8
2020,4,Ceuta,Europa,Alemania,68,435,6
2020,4,Ceuta,Europa,Austria,30,414,13
2020,4,Ceuta,Europa,Francia,82,1066,13
2020,4,Ceuta,Europa,Grecia,32,122,3
2020,4,Ceuta,Europa,Italia,33,205,6
2020,4,Ceuta,Europa,Paises Bajos,403,4755,11
2020,4,Ceuta,Europa,Polonia,48,144,3
2020,4,Ceuta,Europa,Reino Unido,327,1269,4
2020,4,Ceuta,Europa,Suecia,37,252,6
2020,4,Ceuta,Africa,Marruecos,4063,41036,10
2020,4,Comunidad Foral de Navarra,America,Brasil,43,490,11
2020,4,Comunidad Foral de Navarra,America,Colombia,120,1620,13
2020,4,Comunidad Foral de Navarra,America,Ecuador,53,551,10
2020,4,Comunidad Foral de Navarra,America,Estados Unidos de America,208,4597,22
2020,4,Comunidad Foral de Navarra,America,Mexico,36,454,12
2020,4,Comunidad Foral de Navarra,Asia,China,41,693,16
2020,4,Comunidad Foral de Navarra,Europa,Alemania,3409,49771,14
2020,4,Comunidad Foral de Navarra,Europa,Bulgaria,337,3202,9
2020,4,Comunidad Foral de Navarra,Europa,Belgica,681,7014,10
2020,4,Comunidad Foral de Navarra,Europa,Dinamarca,177,2089,11
2020,4,Comunidad Foral de Navarra,Europa,Estonia,55,303,5
2020,4,Comunidad Foral de Navarra,Europa,Francia,4507,59492,13
2020,4,Comunidad Foral de Navarra,Europa,Hungria,81,348,4
2020,4,Comunidad Foral de Navarra,Europa,Irlanda,304,3922,12
2020,4,Comunidad Foral de Navarra,Europa,Italia,2509,16309,6
2020,4,Comunidad Foral de Navarra,Europa,Letonia,65,228,3
2020,4,Comunidad Foral de Navarra,Europa,Liechtenstein,68,483,7
2020,4,Comunidad Foral de Navarra,Europa,Lituania,415,1702,4
2020,4,Comunidad Foral de Navarra,Europa,Luxemburgo,167,2739,16
2020,4,Comunidad Foral de Navarra,Europa,Paises Bajos,1436,21253,14
2020,4,Comunidad Foral de Navarra,Europa,Polonia,997,3888,3
2020,4,Comunidad Foral de Navarra,Europa,Portugal,913,12508,13
2020,4,Comunidad Foral de Navarra,Europa,Reino Unido,288,4406,15
2020,4,Comunidad Foral de Navarra,Europa,Republica Checa,242,823,3
2020,4,Comunidad Foral de Navarra,Europa,Rumania,442,3934,8
2020,4,Comunidad Foral de Navarra,Europa,Suecia,2457,20639,8
2020,4,Comunidad Foral de Navarra,Europa,Ucrania,120,660,5
2020,4,Comunidad Foral de Navarra,Africa,Argelia,42,701,16
2020,4,Comunidad Foral de Navarra,Africa,Marruecos,239,3370,14
2020,4,Comunidad Foral de Navarra,Africa,Nigeria,37,426,11
2020,4,Comunidad de Madrid,America,Argentina,601,7152,11
2020,4,Comunidad de Madrid,America,Bolivia,53,647,12
2020,4,Comunidad de Madrid,America,Brasil,437,6162,14
2020,4,Comunidad de Madrid,America,Canada,46,506,11
2020,4,Comunidad de Madrid,America,Chile,193,2220,11
2020,4,Comunidad de Madrid,America,Colombia,1555,23170,14
2020,4,Comunidad de Madrid,America,Ecuador,346,4948,14
2020,4,Comunidad de Madrid,America,El Salvador,74,1051,14
2020,4,Comunidad de Madrid,America,Estados Unidos de America,3570,59262,16
2020,4,Comunidad de Madrid,America,Guatemala,81,940,11
2020,4,Comunidad de Madrid,America,Honduras,157,1382,8
2020,4,Comunidad de Madrid,America,Mexico,1138,12290,10
2020,4,Comunidad de Madrid,America,Nicaragua,162,1831,11
2020,4,Comunidad de Madrid,America,Panama,68,830,12
2020,4,Comunidad de Madrid,America,Paraguay,264,3775,14
2020,4,Comunidad de Madrid,America,Peru,677,8801,13
2020,4,Comunidad de Madrid,America,Republica Dominicana,100,1190,11
2020,4,Comunidad de Madrid,America,Uruguay,67,931,13
2020,4,Comunidad de Madrid,America,Venezuela,894,16003,17
2020,4,Comunidad de Madrid,Asia,Arabia Saudi,131,1795,13
2020,4,Comunidad de Madrid,Asia,China,3247,43510,13
2020,4,Comunidad de Madrid,Asia,Corea,82,1246,15
2020,4,Comunidad de Madrid,Asia,Emiratos arabes Unidos,156,1295,8
2020,4,Comunidad de Madrid,Asia,Filipinas,310,2852,9
2020,4,Comunidad de Madrid,Asia,India,353,4730,13
2020,4,Comunidad de Madrid,Asia,Indonesia,118,755,6
2020,4,Comunidad de Madrid,Asia,Iran,89,1086,12
2020,4,Comunidad de Madrid,Asia,Israel,94,818,8
2020,4,Comunidad de Madrid,Asia,Japon,67,737,11
2020,4,Comunidad de Madrid,Asia,Libano,48,307,6
2020,4,Comunidad de Madrid,Asia,Qatar,47,461,9
