YEAR,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2020,1,Andalucia,America,Argentina,1809,19904,11
2020,1,Andalucia,America,Bolivia,52,691,13
2020,1,Andalucia,America,Brasil,3144,27098,8
2020,1,Andalucia,America,Canada,1726,11506,6
2020,1,Andalucia,America,Chile,405,3757,9
2020,1,Andalucia,America,Colombia,1978,25909,13
2020,1,Andalucia,America,Costa Rica,144,1229,8
2020,1,Andalucia,America,Ecuador,202,2771,13
2020,1,Andalucia,America,El Salvador,55,546,9
2020,1,Andalucia,America,Estados Unidos de America,32581,240469,7
2020,1,Andalucia,America,Guatemala,65,694,10
2020,1,Andalucia,America,Honduras,37,234,6
2020,1,Andalucia,America,Mexico,1754,18568,10
2020,1,Andalucia,America,Nicaragua,311,4211,13
2020,1,Andalucia,America,Panama,192,2299,12
2020,1,Andalucia,America,Paraguay,210,1832,8
2020,1,Andalucia,America,Peru,391,4648,11
2020,1,Andalucia,America,Republica Dominicana,53,377,7
2020,1,Andalucia,America,Uruguay,255,2532,9
2020,1,Andalucia,America,Venezuela,433,8672,20
2020,1,Andalucia,Asia,Arabia Saudi,914,6209,6
2020,1,Andalucia,Asia,Azerbaiyan,65,447,6
2020,1,Andalucia,Asia,Bahrein,42,258,6
2020,1,Andalucia,Asia,China,13686,70938,5
2020,1,Andalucia,Asia,Corea,5605,32983,5
2020,1,Andalucia,Asia,Emiratos arabes Unidos,988,7501,7
2020,1,Andalucia,Asia,Filipinas,4666,14842,3
2020,1,Andalucia,Asia,India,1464,7521,5
2020,1,Andalucia,Asia,Indonesia,443,2271,5
2020,1,Andalucia,Asia,Iraq,62,447,7
2020,1,Andalucia,Asia,Iran,158,1218,7
2020,1,Andalucia,Asia,Israel,652,3493,5
2020,1,Andalucia,Asia,Japon,2163,13002,6
2020,1,Andalucia,Asia,Jordania,93,699,7
2020,1,Andalucia,Asia,Kazajstan,146,827,5
2020,1,Andalucia,Asia,Kuwait,217,1779,8
2020,1,Andalucia,Asia,Libano,93,677,7
2020,1,Andalucia,Asia,Malasia,378,2092,5
2020,1,Andalucia,Asia,Myanmar,89,328,3
2020,1,Andalucia,Asia,Oman,57,329,5
2020,1,Andalucia,Asia,Otros paises de Asia,263,1356,5
2020,1,Andalucia,Asia,Pakistan,51,384,7
2020,1,Andalucia,Asia,Qatar,204,1635,8
2020,1,Andalucia,Asia,Singapur,457,3514,7
2020,1,Andalucia,Asia,Sri Lanka,117,585,5
2020,1,Andalucia,Asia,Tailandia,643,5010,7
2020,1,Andalucia,Asia,Vietnam,121,680,5
2020,1,Andalucia,Europa,Albania,92,657,7
2020,1,Andalucia,Europa,Alemania,69112,935132,13
2020,1,Andalucia,Europa,Andorra,389,3017,7
2020,1,Andalucia,Europa,Austria,9704,96217,9
2020,1,Andalucia,Europa,Belarus,191,1269,6
2020,1,Andalucia,Europa,Bulgaria,1695,16014,9
2020,1,Andalucia,Europa,Belgica,27340,211149,7
2020,1,Andalucia,Europa,Chipre,79,577,7
2020,1,Andalucia,Europa,Croacia,781,5221,6
2020,1,Andalucia,Europa,Dinamarca,14174,122413,8
2020,1,Andalucia,Europa,Eslovenia,367,2430,6
2020,1,Andalucia,Europa,Estonia,2355,37679,16
2020,1,Andalucia,Europa,Finlandia,12389,131089,10
2020,1,Andalucia,Europa,Francia,66877,666835,10
2020,1,Andalucia,Europa,Georgia,164,1111,6
2020,1,Andalucia,Europa,Grecia,1308,9087,6
2020,1,Andalucia,Europa,Hungria,2289,16915,7
2020,1,Andalucia,Europa,Irlanda,11801,87628,7
2020,1,Andalucia,Europa,Islandia,174,1858,10
2020,1,Andalucia,Europa,Italia,37104,261816,7
2020,1,Andalucia,Europa,Letonia,1195,11565,9
2020,1,Andalucia,Europa,Liechtenstein,273,4959,18
2020,1,Andalucia,Europa,Lituania,1199,9853,8
2020,1,Andalucia,Europa,Luxemburgo,5398,68944,12
2020,1,Andalucia,Europa,Macedonia del Norte,40,216,5
2020,1,Andalucia,Europa,Malta,593,3744,6
2020,1,Andalucia,Europa,Moldavia,103,1206,11
2020,1,Andalucia,Europa,Noruega,7869,77438,9
2020,1,Andalucia,Europa,Paises Bajos,63551,545937,8
2020,1,Andalucia,Europa,Polonia,12137,92243,7
2020,1,Andalucia,Europa,Portugal,25753,180744,7
2020,1,Andalucia,Europa,Reino Unido,122741,1032708,8
2020,1,Andalucia,Europa,Republica Checa,2928,22846,7
2020,1,Andalucia,Europa,Republica Eslovaca,884,7028,8
2020,1,Andalucia,Europa,Rumania,6084,65778,10
2020,1,Andalucia,Europa,Rusia,7578,51778,6
2020,1,Andalucia,Europa,Serbia,230,1527,6
2020,1,Andalucia,Europa,Suecia,38589,483021,12
2020,1,Andalucia,Europa,Suiza,10383,94113,9
2020,1,Andalucia,Europa,Turquia,1435,6630,4
2020,1,Andalucia,Europa,Ucrania,3028,19564,6
2020,1,Andalucia,Oceania,Australia,1226,10771,8
2020,1,Andalucia,Oceania,Nueva Zelanda,199,1606,8
2020,1,Andalucia,Africa,Argelia,1808,16559,9
2020,1,Andalucia,Africa,Costa de Marfil,47,355,7
2020,1,Andalucia,Africa,Egipto,362,1864,5
2020,1,Andalucia,Africa,Ghana,117,1267,10
2020,1,Andalucia,Africa,Guinea Ecuatorial,72,995,13
2020,1,Andalucia,Africa,Guinea-Bissau,45,561,12
2020,1,Andalucia,Africa,Kenia,117,951,8
2020,1,Andalucia,Africa,Mali,404,7511,18
2020,1,Andalucia,Africa,Marruecos,57287,375068,6
2020,1,Andalucia,Africa,Mauricio,51,224,4
2020,1,Andalucia,Africa,Mauritania,146,1737,11
2020,1,Andalucia,Africa,Nigeria,443,3668,8
2020,1,Andalucia,Africa,Senegal,475,5906,12
2020,1,Andalucia,Africa,SudAfrica,234,1830,7
2020,1,Andalucia,Africa,Tunez,213,1333,6
2020,1,Aragon,America,Argentina,122,1202,9
2020,1,Aragon,America,Brasil,180,1953,10
2020,1,Aragon,America,Canada,43,347,8
2020,1,Aragon,America,Chile,63,553,8
2020,1,Aragon,America,Colombia,472,6153,13
2020,1,Aragon,America,Ecuador,49,699,14
2020,1,Aragon,America,Estados Unidos de America,1688,17954,10
2020,1,Aragon,America,Mexico,219,2477,11
2020,1,Aragon,America,Nicaragua,201,3706,18
2020,1,Aragon,America,Panama,45,585,13
2020,1,Aragon,America,Peru,78,1129,14
2020,1,Aragon,America,Venezuela,80,1696,21
2020,1,Aragon,Asia,China,1097,7582,6
2020,1,Aragon,Asia,Corea,306,1428,4
2020,1,Aragon,Asia,Emiratos arabes Unidos,58,331,5
2020,1,Aragon,Asia,India,50,444,8
2020,1,Aragon,Asia,Japon,201,2796,13
2020,1,Aragon,Asia,Qatar,64,193,3
2020,1,Aragon,Asia,Tailandia,48,831,17
2020,1,Aragon,Europa,Alemania,8145,114132,14
2020,1,Aragon,Europa,Andorra,273,1377,5
2020,1,Aragon,Europa,Austria,1401,14204,10
2020,1,Aragon,Europa,Bulgaria,530,4529,8
2020,1,Aragon,Europa,Belgica,2593,25282,9
2020,1,Aragon,Europa,Croacia,61,402,6
2020,1,Aragon,Europa,Dinamarca,904,10800,11
2020,1,Aragon,Europa,Eslovenia,112,412,3
2020,1,Aragon,Europa,Estonia,92,573,6
2020,1,Aragon,Europa,Finlandia,177,1960,11
2020,1,Aragon,Europa,Francia,15543,116105,7
2020,1,Aragon,Europa,Grecia,169,1280,7
2020,1,Aragon,Europa,Hungria,365,1647,4
2020,1,Aragon,Europa,Irlanda,580,3899,6
2020,1,Aragon,Europa,Italia,4375,34740,7
2020,1,Aragon,Europa,Letonia,89,620,7
2020,1,Aragon,Europa,Liechtenstein,365,6119,16
2020,1,Aragon,Europa,Lituania,518,2023,3
2020,1,Aragon,Europa,Luxemburgo,940,12865,13
2020,1,Aragon,Europa,Moldavia,47,230,4
2020,1,Aragon,Europa,Noruega,147,1519,10
2020,1,Aragon,Europa,Paises Bajos,8629,76051,8
2020,1,Aragon,Europa,Polonia,2334,12105,5
2020,1,Aragon,Europa,Portugal,2423,16239,6
2020,1,Aragon,Europa,Reino Unido,3049,25675,8
2020,1,Aragon,Europa,Republica Checa,629,3082,4
2020,1,Aragon,Europa,Republica Eslovaca,155,660,4
2020,1,Aragon,Europa,Rumania,1962,17535,8
2020,1,Aragon,Europa,Rusia,197,1104,5
2020,1,Aragon,Europa,Serbia,38,165,4
2020,1,Aragon,Europa,Suecia,5221,68326,13
2020,1,Aragon,Europa,Suiza,627,5051,8
2020,1,Aragon,Europa,Turquia,181,981,5
2020,1,Aragon,Europa,Ucrania,257,1511,5
2020,1,Aragon,Oceania,Australia,44,431,9
2020,1,Aragon,Africa,Argelia,330,3562,10
2020,1,Aragon,Africa,Ghana,71,958,13
2020,1,Aragon,Africa,Guinea Ecuatorial,91,1552,17
2020,1,Aragon,Africa,Mali,45,745,16
2020,1,Aragon,Africa,Marruecos,906,12640,14
2020,1,Aragon,Africa,Nigeria,43,481,11
2020,1,Aragon,Africa,Senegal,80,834,10
2020,1,Aragon,Africa,Tunez,34,407,12
2020,1,Canarias,America,Argentina,397,4264,10
2020,1,Canarias,America,Brasil,460,3689,8
2020,1,Canarias,America,Canada,422,2992,7
2020,1,Canarias,America,Chile,86,903,10
2020,1,Canarias,America,Colombia,972,14984,15
2020,1,Canarias,America,Ecuador,62,1019,16
2020,1,Canarias,America,Estados Unidos de America,4332,42232,9
2020,1,Canarias,America,Mexico,173,1859,10
2020,1,Canarias,America,Panama,47,664,14
2020,1,Canarias,America,Peru,64,859,13
2020,1,Canarias,America,Uruguay,139,1723,12
2020,1,Canarias,America,Venezuela,785,14903,19
2020,1,Canarias,Asia,Arabia Saudi,67,506,7
2020,1,Canarias,Asia,China,2056,11974,5
2020,1,Canarias,Asia,Corea,121,810,6
2020,1,Canarias,Asia,Emiratos arabes Unidos,157,1111,7
2020,1,Canarias,Asia,Filipinas,1938,14982,7
2020,1,Canarias,Asia,India,622,5295,8
2020,1,Canarias,Asia,Indonesia,375,2602,6
2020,1,Canarias,Asia,Israel,628,4638,7
2020,1,Canarias,Asia,Japon,354,2686,7
2020,1,Canarias,Asia,Kazajstan,135,1123,8
2020,1,Canarias,Asia,Malasia,71,577,8
2020,1,Canarias,Asia,Myanmar,53,540,10
2020,1,Canarias,Asia,Singapur,83,763,9
2020,1,Canarias,Asia,Sri Lanka,49,374,7
2020,1,Canarias,Asia,Tailandia,146,1825,12
2020,1,Canarias,Asia,Vietnam,40,140,3
2020,1,Canarias,Europa,Albania,39,266,6
2020,1,Canarias,Europa,Alemania,207042,1992270,9
2020,1,Canarias,Europa,Andorra,71,586,8
2020,1,Canarias,Europa,Austria,13484,131000,9
2020,1,Canarias,Europa,Belarus,493,4242,8
2020,1,Canarias,Europa,Bulgaria,704,7535,10
2020,1,Canarias,Europa,Belgica,41054,303439,7
2020,1,Canarias,Europa,Chipre,33,263,8
2020,1,Canarias,Europa,Croacia,1000,8673,8
2020,1,Canarias,Europa,Dinamarca,34176,243889,7
2020,1,Canarias,Europa,Eslovenia,859,7473,8
2020,1,Canarias,Europa,Estonia,3051,26970,8
2020,1,Canarias,Europa,Finlandia,32289,249973,7
2020,1,Canarias,Europa,Francia,43632,328246,7
2020,1,Canarias,Europa,Georgia,37,156,4
2020,1,Canarias,Europa,Grecia,510,5927,11
2020,1,Canarias,Europa,Hungria,3919,33017,8
2020,1,Canarias,Europa,Irlanda,27388,199130,7
2020,1,Canarias,Europa,Islandia,4558,47643,10
2020,1,Canarias,Europa,Italia,43074,439557,10
2020,1,Canarias,Europa,Letonia,2125,19921,9
2020,1,Canarias,Europa,Liechtenstein,65,503,7
2020,1,Canarias,Europa,Lituania,3094,29779,9
2020,1,Canarias,Europa,Luxemburgo,2712,21420,7
2020,1,Canarias,Europa,Malta,167,1471,8
2020,1,Canarias,Europa,Moldavia,118,1128,9
2020,1,Canarias,Europa,Noruega,40381,370168,9
2020,1,Canarias,Europa,Paises Bajos,45359,351712,7
2020,1,Canarias,Europa,Polonia,25222,182063,7
2020,1,Canarias,Europa,Portugal,2048,18161,8
2020,1,Canarias,Europa,Reino Unido,337021,2575398,7
2020,1,Canarias,Europa,Republica Checa,4718,41478,8
2020,1,Canarias,Europa,Republica Eslovaca,1050,9552,9
2020,1,Canarias,Europa,Rumania,2979,30818,10
2020,1,Canarias,Europa,Rusia,10956,85215,7
2020,1,Canarias,Europa,Serbia,153,1371,9
2020,1,Canarias,Europa,Suecia,59912,454630,7
2020,1,Canarias,Europa,Suiza,15294,141855,9
2020,1,Canarias,Europa,Turquia,167,962,5
2020,1,Canarias,Europa,Ucrania,2662,22484,8
2020,1,Canarias,Oceania,Australia,252,2031,8
2020,1,Canarias,Oceania,Nueva Zelanda,49,363,7
2020,1,Canarias,Africa,Argelia,77,606,7
2020,1,Canarias,Africa,Cabo Verde,32,172,5
2020,1,Canarias,Africa,Ghana,43,344,8
2020,1,Canarias,Africa,Guinea Ecuatorial,41,760,18
2020,1,Canarias,Africa,Marruecos,2712,26387,9
2020,1,Canarias,Africa,Mauritania,986,7340,7
2020,1,Canarias,Africa,Nigeria,283,2136,7
2020,1,Canarias,Africa,Senegal,271,2480,9
2020,1,Canarias,Africa,SudAfrica,37,363,9
2020,1,Canarias,Africa,Tunez,72,758,10
2020,1,Cantabria,America,Argentina,44,471,10
2020,1,Cantabria,America,Brasil,99,1396,14
2020,1,Cantabria,America,Chile,41,533,13
2020,1,Cantabria,America,Colombia,204,2938,14
2020,1,Cantabria,America,Estados Unidos de America,542,5203,9
2020,1,Cantabria,America,Mexico,161,2270,14
2020,1,Cantabria,America,Peru,73,840,11
2020,1,Cantabria,America,Venezuela,38,684,18
2020,1,Cantabria,Asia,China,466,3448,7
2020,1,Cantabria,Asia,Filipinas,109,403,3
2020,1,Cantabria,Asia,India,39,207,5
2020,1,Cantabria,Asia,Japon,51,1066,20
2020,1,Cantabria,Europa,Alemania,2548,40258,15
2020,1,Cantabria,Europa,Austria,657,3416,5
2020,1,Cantabria,Europa,Bulgaria,84,823,9
2020,1,Cantabria,Europa,Belgica,459,3993,8
2020,1,Cantabria,Europa,Croacia,30,207,6
2020,1,Cantabria,Europa,Dinamarca,238,2737,11
2020,1,Cantabria,Europa,Estonia,33,208,6
2020,1,Cantabria,Europa,Francia,4075,46863,11
2020,1,Cantabria,Europa,Grecia,39,257,6
2020,1,Cantabria,Europa,Hungria,92,423,4
2020,1,Cantabria,Europa,Irlanda,320,2016,6
2020,1,Cantabria,Europa,Italia,1178,9424,8
2020,1,Cantabria,Europa,Letonia,31,239,7
2020,1,Cantabria,Europa,Lituania,103,422,4
2020,1,Cantabria,Europa,Luxemburgo,456,9804,21
2020,1,Cantabria,Europa,Moldavia,81,810,10
2020,1,Cantabria,Europa,Noruega,72,799,11
2020,1,Cantabria,Europa,Paises Bajos,2479,21319,8
2020,1,Cantabria,Europa,Polonia,487,2922,6
2020,1,Cantabria,Europa,Portugal,568,4033,7
2020,1,Cantabria,Europa,Reino Unido,2078,13923,6
2020,1,Cantabria,Europa,Republica Checa,80,624,7
2020,1,Cantabria,Europa,Rumania,257,2364,9
2020,1,Cantabria,Europa,Rusia,150,795,5
2020,1,Cantabria,Europa,Suecia,1494,34511,23
2020,1,Cantabria,Europa,Suiza,278,2780,10
2020,1,Cantabria,Europa,Turquia,30,120,4
2020,1,Cantabria,Europa,Ucrania,105,662,6
2020,1,Cantabria,Oceania,Australia,35,350,10
2020,1,Cantabria,Africa,Marruecos,143,1702,11
2020,1,Castilla - La Mancha,America,Argentina,201,1632,8
2020,1,Castilla - La Mancha,America,Bolivia,36,369,10
2020,1,Castilla - La Mancha,America,Brasil,312,2655,8
2020,1,Castilla - La Mancha,America,Canada,73,479,6
2020,1,Castilla - La Mancha,America,Chile,102,895,8
2020,1,Castilla - La Mancha,America,Colombia,854,11312,13
2020,1,Castilla - La Mancha,America,Ecuador,66,815,12
2020,1,Castilla - La Mancha,America,Estados Unidos de America,2203,22136,10
2020,1,Castilla - La Mancha,America,Mexico,331,3171,9
2020,1,Castilla - La Mancha,America,Nicaragua,48,617,12
2020,1,Castilla - La Mancha,America,Panama,49,540,11
2020,1,Castilla - La Mancha,America,Paraguay,39,404,10
2020,1,Castilla - La Mancha,America,Peru,230,3038,13
2020,1,Castilla - La Mancha,America,Republica Dominicana,30,309,10
2020,1,Castilla - La Mancha,America,Uruguay,35,249,7
2020,1,Castilla - La Mancha,America,Venezuela,166,2747,16
2020,1,Castilla - La Mancha,Asia,Arabia Saudi,44,379,8
2020,1,Castilla - La Mancha,Asia,China,1277,7363,5
2020,1,Castilla - La Mancha,Asia,Corea,572,2872,5
2020,1,Castilla - La Mancha,Asia,Emiratos arabes Unidos,75,433,5
2020,1,Castilla - La Mancha,Asia,India,35,384,11
2020,1,Castilla - La Mancha,Asia,Israel,87,489,5
2020,1,Castilla - La Mancha,Asia,Japon,433,3129,7
2020,1,Castilla - La Mancha,Asia,Malasia,36,226,6
2020,1,Castilla - La Mancha,Asia,Otros paises de Asia,58,316,5
2020,1,Castilla - La Mancha,Asia,Qatar,54,240,4
2020,1,Castilla - La Mancha,Asia,Singapur,30,276,9
2020,1,Castilla - La Mancha,Asia,Tailandia,56,990,17
2020,1,Castilla - La Mancha,Europa,Albania,31,336,10
2020,1,Castilla - La Mancha,Europa,Alemania,8224,146462,17
2020,1,Castilla - La Mancha,Europa,Andorra,70,459,6
2020,1,Castilla - La Mancha,Europa,Austria,1988,22465,11
2020,1,Castilla - La Mancha,Europa,Belarus,30,240,8
2020,1,Castilla - La Mancha,Europa,Bulgaria,400,4567,11
2020,1,Castilla - La Mancha,Europa,Belgica,1688,15797,9
2020,1,Castilla - La Mancha,Europa,Croacia,40,253,6
2020,1,Castilla - La Mancha,Europa,Dinamarca,963,13761,14
2020,1,Castilla - La Mancha,Europa,Eslovenia,59,271,4
2020,1,Castilla - La Mancha,Europa,Estonia,94,987,10
2020,1,Castilla - La Mancha,Europa,Finlandia,90,643,7
2020,1,Castilla - La Mancha,Europa,Francia,11430,147602,12
2020,1,Castilla - La Mancha,Europa,Grecia,134,1119,8
2020,1,Castilla - La Mancha,Europa,Hungria,241,1296,5
2020,1,Castilla - La Mancha,Europa,Irlanda,727,5104,7
2020,1,Castilla - La Mancha,Europa,Italia,4906,39881,8
2020,1,Castilla - La Mancha,Europa,Letonia,137,1113,8
2020,1,Castilla - La Mancha,Europa,Liechtenstein,186,3153,17
2020,1,Castilla - La Mancha,Europa,Lituania,378,1819,4
2020,1,Castilla - La Mancha,Europa,Luxemburgo,1639,27991,17
2020,1,Castilla - La Mancha,Europa,Malta,44,342,7
2020,1,Castilla - La Mancha,Europa,Moldavia,41,385,9
2020,1,Castilla - La Mancha,Europa,Noruega,208,1921,9
2020,1,Castilla - La Mancha,Europa,Paises Bajos,11598,119718,10
2020,1,Castilla - La Mancha,Europa,Polonia,2010,11018,5
2020,1,Castilla - La Mancha,Europa,Portugal,2879,19897,6
2020,1,Castilla - La Mancha,Europa,Reino Unido,4026,36415,9
2020,1,Castilla - La Mancha,Europa,Republica Checa,279,1416,5
2020,1,Castilla - La Mancha,Europa,Republica Eslovaca,126,796,6
2020,1,Castilla - La Mancha,Europa,Rumania,1728,18782,10
2020,1,Castilla - La Mancha,Europa,Rusia,215,1027,4
2020,1,Castilla - La Mancha,Europa,Serbia,35,229,6
2020,1,Castilla - La Mancha,Europa,Suecia,5799,91030,15
2020,1,Castilla - La Mancha,Europa,Suiza,725,5686,7
2020,1,Castilla - La Mancha,Europa,Turquia,102,639,6
2020,1,Castilla - La Mancha,Europa,Ucrania,278,2078,7
2020,1,Castilla - La Mancha,Oceania,Australia,57,411,7
2020,1,Castilla - La Mancha,Africa,Argelia,190,2215,11
2020,1,Castilla - La Mancha,Africa,Guinea Ecuatorial,90,1163,12
2020,1,Castilla - La Mancha,Africa,Mali,36,553,15
2020,1,Castilla - La Mancha,Africa,Marruecos,2147,24423,11
2020,1,Castilla - La Mancha,Africa,Nigeria,85,1028,12
2020,1,Castilla - La Mancha,Africa,Senegal,166,980,5
2020,1,Castilla - La Mancha,Africa,Tunez,30,252,8
2020,1,Castilla y Leon,America,Argentina,229,2228,9
2020,1,Castilla y Leon,America,Bolivia,45,729,16
2020,1,Castilla y Leon,America,Brasil,940,8286,8
2020,1,Castilla y Leon,America,Canada,103,693,6
2020,1,Castilla y Leon,America,Chile,158,1388,8
2020,1,Castilla y Leon,America,Colombia,814,11707,14
2020,1,Castilla y Leon,America,Costa Rica,43,423,9
2020,1,Castilla y Leon,America,Ecuador,88,1386,15
2020,1,Castilla y Leon,America,El Salvador,40,520,13
2020,1,Castilla y Leon,America,Estados Unidos de America,2883,30349,10
2020,1,Castilla y Leon,America,Guatemala,41,422,10
2020,1,Castilla y Leon,America,Mexico,547,5903,10
2020,1,Castilla y Leon,America,Nicaragua,43,673,15
2020,1,Castilla y Leon,America,Panama,78,1121,14
2020,1,Castilla y Leon,America,Paraguay,54,551,10
2020,1,Castilla y Leon,America,Peru,209,2469,11
2020,1,Castilla y Leon,America,Republica Dominicana,49,494,10
2020,1,Castilla y Leon,America,Uruguay,57,549,9
2020,1,Castilla y Leon,America,Venezuela,138,2289,16
2020,1,Castilla y Leon,Asia,Arabia Saudi,54,520,9
2020,1,Castilla y Leon,Asia,China,1996,14528,7
2020,1,Castilla y Leon,Asia,Corea,620,3608,5
2020,1,Castilla y Leon,Asia,Emiratos arabes Unidos,81,592,7
2020,1,Castilla y Leon,Asia,Filipinas,48,613,12
2020,1,Castilla y Leon,Asia,India,99,711,7
2020,1,Castilla y Leon,Asia,Israel,54,351,6
2020,1,Castilla y Leon,Asia,Japon,272,2495,9
2020,1,Castilla y Leon,Asia,Kazajstan,32,288,9
2020,1,Castilla y Leon,Asia,Malasia,30,249,8
2020,1,Castilla y Leon,Asia,Otros paises de Asia,41,251,6
2020,1,Castilla y Leon,Asia,Qatar,43,489,11
2020,1,Castilla y Leon,Asia,Singapur,58,516,8
2020,1,Castilla y Leon,Asia,Tailandia,83,1103,13
2020,1,Castilla y Leon,Asia,Vietnam,48,407,8
2020,1,Castilla y Leon,Europa,Alemania,17240,222659,12
2020,1,Castilla y Leon,Europa,Andorra,237,1586,6
2020,1,Castilla y Leon,Europa,Austria,1925,20135,10
2020,1,Castilla y Leon,Europa,Belarus,64,477,7
2020,1,Castilla y Leon,Europa,Bulgaria,914,9474,10
2020,1,Castilla y Leon,Europa,Belgica,3070,23833,7
2020,1,Castilla y Leon,Europa,Croacia,75,497,6
2020,1,Castilla y Leon,Europa,Dinamarca,1248,17145,13
2020,1,Castilla y Leon,Europa,Eslovenia,119,692,5
2020,1,Castilla y Leon,Europa,Estonia,251,1519,6
2020,1,Castilla y Leon,Europa,Finlandia,138,1021,7
2020,1,Castilla y Leon,Europa,Francia,23390,202680,8
2020,1,Castilla y Leon,Europa,Georgia,30,261,8
2020,1,Castilla y Leon,Europa,Grecia,179,1697,9
2020,1,Castilla y Leon,Europa,Hungria,745,5237,7
2020,1,Castilla y Leon,Europa,Irlanda,1502,10013,6
2020,1,Castilla y Leon,Europa,Islandia,30,257,8
2020,1,Castilla y Leon,Europa,Italia,6446,45052,7
2020,1,Castilla y Leon,Europa,Letonia,267,3081,11
2020,1,Castilla y Leon,Europa,Liechtenstein,239,2752,11
2020,1,Castilla y Leon,Europa,Lituania,832,3258,3
2020,1,Castilla y Leon,Europa,Luxemburgo,2202,28806,13
2020,1,Castilla y Leon,Europa,Malta,63,678,10
2020,1,Castilla y Leon,Europa,Moldavia,54,382,7
2020,1,Castilla y Leon,Europa,Noruega,255,2308,9
2020,1,Castilla y Leon,Europa,Paises Bajos,15355,158038,10
2020,1,Castilla y Leon,Europa,Polonia,4037,16428,4
2020,1,Castilla y Leon,Europa,Portugal,33703,248917,7
2020,1,Castilla y Leon,Europa,Reino Unido,6685,52784,7
2020,1,Castilla y Leon,Europa,Republica Checa,966,4093,4
2020,1,Castilla y Leon,Europa,Republica Eslovaca,343,1621,4
2020,1,Castilla y Leon,Europa,Rumania,1746,11556,6
2020,1,Castilla y Leon,Europa,Rusia,310,1781,5
2020,1,Castilla y Leon,Europa,Serbia,63,434,6
2020,1,Castilla y Leon,Europa,Suecia,10251,124243,12
2020,1,Castilla y Leon,Europa,Suiza,2447,14165,5
2020,1,Castilla y Leon,Europa,Turquia,161,1193,7
2020,1,Castilla y Leon,Europa,Ucrania,475,2973,6
2020,1,Castilla y Leon,Oceania,Australia,128,1213,9
2020,1,Castilla y Leon,Oceania,Nueva Zelanda,63,591,9
2020,1,Castilla y Leon,Africa,Angola,45,252,5
2020,1,Castilla y Leon,Africa,Argelia,92,1076,11
2020,1,Castilla y Leon,Africa,Egipto,32,195,6
2020,1,Castilla y Leon,Africa,Ghana,40,488,12
2020,1,Castilla y Leon,Africa,Guinea Ecuatorial,60,828,13
2020,1,Castilla y Leon,Africa,Marruecos,1528,14462,9
2020,1,Castilla y Leon,Africa,Senegal,59,511,8
2020,1,Castilla y Leon,Africa,SudAfrica,35,238,6
2020,1,Castilla y Leon,Africa,Tunez,36,324,9
2020,1,Cataluna,America,Argentina,6097,41276,6
2020,1,Cataluna,America,Bolivia,148,1909,12
2020,1,Cataluna,America,Brasil,9054,64847,7
2020,1,Cataluna,America,Canada,1685,9251,5
2020,1,Cataluna,America,Chile,1232,9084,7
2020,1,Cataluna,America,Colombia,5934,63370,10
2020,1,Cataluna,America,Costa Rica,303,2384,7
2020,1,Cataluna,America,Ecuador,611,6792,11
2020,1,Cataluna,America,El Salvador,172,1568,9
2020,1,Cataluna,America,Estados Unidos de America,39260,245637,6
2020,1,Cataluna,America,Guatemala,228,1739,7
2020,1,Cataluna,America,Honduras,332,2646,8
2020,1,Cataluna,America,Mexico,5975,44580,7
2020,1,Cataluna,America,Nicaragua,142,2073,14
2020,1,Cataluna,America,Panama,355,3332,9
2020,1,Cataluna,America,Paraguay,278,2601,9
2020,1,Cataluna,America,Peru,1891,19342,10
2020,1,Cataluna,America,Republica Dominicana,161,1256,7
2020,1,Cataluna,America,Uruguay,643,6663,10
2020,1,Cataluna,America,Venezuela,1155,20103,17
2020,1,Cataluna,Asia,Arabia Saudi,1878,9849,5
2020,1,Cataluna,Asia,Azerbaiyan,142,559,3
2020,1,Cataluna,Asia,Bahrein,93,361,3
2020,1,Cataluna,Asia,China,17005,105603,6
2020,1,Cataluna,Asia,Corea,8783,49125,5
2020,1,Cataluna,Asia,Emiratos arabes Unidos,2573,13761,5
2020,1,Cataluna,Asia,Filipinas,1778,12502,7
2020,1,Cataluna,Asia,India,3704,25879,7
2020,1,Cataluna,Asia,Indonesia,811,3990,4
2020,1,Cataluna,Asia,Iraq,125,751,6
2020,1,Cataluna,Asia,Iran,242,1205,5
2020,1,Cataluna,Asia,Israel,4967,16548,3
2020,1,Cataluna,Asia,Japon,8896,36532,4
2020,1,Cataluna,Asia,Jordania,137,724,5
2020,1,Cataluna,Asia,Kazajstan,541,2578,4
2020,1,Cataluna,Asia,Kuwait,783,5115,6
2020,1,Cataluna,Asia,Libano,349,1741,5
2020,1,Cataluna,Asia,Malasia,478,2854,6
2020,1,Cataluna,Asia,Myanmar,34,216,6
2020,1,Cataluna,Asia,Nepal,58,550,9
2020,1,Cataluna,Asia,Oman,108,511,4
2020,1,Cataluna,Asia,Otros paises de Asia,644,2783,4
2020,1,Cataluna,Asia,Pakistan,688,5263,7
2020,1,Cataluna,Asia,Qatar,1032,4422,4
2020,1,Cataluna,Asia,Singapur,1081,6752,6
2020,1,Cataluna,Asia,Sri Lanka,110,768,7
2020,1,Cataluna,Asia,Tailandia,1034,8697,8
2020,1,Cataluna,Asia,Vietnam,276,1477,5
